title,brand,final_price,images_count,weight,rating,reviews_count
The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel,Colson Whitehead,16.49,1,22.08,4.5,17466
Hidden Valley Road: Inside the Mind of an American Family,Robert Kolker,15.59,1,24.8,4.5,12424
The Guardians: A Novel,John Grisham,13.74,1,24,4.5,30098
A Time for Mercy (Jake Brigance),John Grisham,11.91,1,28,4.6,65351
The Judge's List: A Novel (The Whistler),John Grisham,14.97,1,24,4.5,23704
While Justice Sleeps: A Novel,Stacey Abrams,16.01,1,25.28,4.5,10813
Sooley: A Novel,John Grisham,15.67,1,23.52,4.5,28404
"The Maze Runner (Maze Runner, Book One): Book One",James Dashner,12.61,1,17.76,4.5,14172
Norse Mythology,Neil Gaiman,18.39,4,16.16,4.7,13451
The Premonition: A Pandemic Story,Michael Lewis,13.75,2,20.8,4.7,12426
Trump: The Art of the Deal,Donald J. TrumpTony Schwartz,16.63,3,20,4.7,11170
The Overstory: A Novel,Richard Powers,15.6,1,19.68,4.4,13662
A Christmas Carol: The Original Manuscript Edition,Charles Dickens,10.99,4,16.32,4.7,12865
The Day the Crayons Quit,Drew DaywaltOliver Jeffers,9.19,1,16.8,4.8,16628
The Giver of Stars: A Novel,Jojo Moyes,15.99,2,21.6,4.6,40237
The Hobbit,J.R.R. Tolkien,27.23,2,40,4.8,28562
Born a Crime: Stories from a South African Childhood,Trevor Noah,13.98,3,18.4,4.8,39852
Educated: A Memoir,Tara Westover,13,3,21.12,4.7,57982
The Water Dancer (Oprah's Book Club): A Novel,Ta-Nehisi Coates,14.69,1,23.36,4.6,11732
Big Little Lies,Liane Moriarty,14.43,1,24.8,4.6,28283
The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company,Robert Iger,17.79,1,17.6,4.8,11741
Dare to Lead: Brave Work. Tough Conversations. Whole Hearts.,Brené Brown,10.39,1,16.96,4.7,12948
Harry Potter and the Chamber of Secrets,J.K. Rowling,11.94,2,28.8,4.8,33308
Harry Potter and the Prisoner of Azkaban (3),J.K. Rowling,13.97,3,33.6,4.9,33749
Harry Potter and the Goblet of Fire (4),J.K. Rowling,14.36,3,39.52,4.9,31267
Harry Potter and the Goblet of Fire (4),J. K. Rowling,6.92,4,16.32,4.9,31267
Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,13.69,1,42.4,4.9,31310
Harry Potter and the Order of the Phoenix (5),J. K. Rowling,6.98,5,20,4.9,31310
Harry Potter and the Half-Blood Prince (Book 6),J. K. Rowling,14.74,3,39.2,4.9,27632
Voyager: A Novel (Outlander) (Mass Market Paperback),Diana Gabaldon,7.4,4,17.6,4.8,15337
A Breath of Snow and Ashes (Outlander),Diana Gabaldon,8.49,4,20.8,4.8,13908
An Echo in the Bone: A Novel (Outlander),Diana Gabaldon,9.99,4,19.2,4.8,13786
His Dark Materials 3-Book Paperback Boxed Set: The Golden Compass; The Subtle Knife; The Amber Spyglass,Philip Pullman,15.62,1,34.4,4.7,11534
"Dune (Dune Chronicles, Book 1)",Frank Herbert,12.01,1,18.4,4.7,43289
Dune,Frank Herbert,9.89,1,16.48,4.7,43289
Fall of Giants: Book One of the Century Trilogy,Ken Follett,14.67,2,42.08,4.5,15638
The Evening and the Morning: A Novel (Kingsbridge),Ken Follett,14.62,4,29.6,4.6,44395
The Husband's Secret,Liane Moriarty,9.99,4,31.68,4.3,37041
Chanel: Collections and Creations,by Daniele Bott (Author),24,11,52.16,4.9,13072
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig UrbanDallas Hartwig,14.98,3,47.36,4.6,14012
Written in My Own Heart's Blood: A Novel (Outlander),Diana Gabaldon,14.99,3,28,4.8,23889
Be Here Now,Ram Dass,13.29,1,21.76,4.7,10114
How to Draw Cool Stuff: A Drawing Guide for Teachers and Students,Catherine V Holmes,13.99,4,18.4,4.7,13860
Hamnet,Maggie O'Farrell,14.29,1,21.12,4.5,25957
Klara and the Sun: A novel,Kazuo Ishiguro,16.09,1,22.4,4.3,22233
Little Blue Truck's Springtime,Alice Schertle,6.11,4,17.28,4.8,10795
Atlas Shrugged (Centennial Ed.),Ayn Rand,26.08,3,53.12,4.5,12336
Harry Potter Hardcover Boxed Set: Books 1-7,J. K. Rowling,132.99,6,321.6,4.9,58716
The Paper Palace: A Novel,Miranda Cowley Heller,15.99,1,21.12,4.2,14974
The Silmarillion,J.R.R. Tolkien,32.99,2,52,4.7,10261
Harry Potter and the Deathly Hallows (Book 7),J. K. Rowling,9.98,4,18.4,4.9,30040
Killers of the Flower Moon: Adapted for Young Readers: The Osage Murders and the Birth of the FBI,David Grann,21.99,1,16.8,4.6,17891
The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,15.95,1,29.92,4.8,14899
Dune: Deluxe Edition,Frank Herbert,31.99,1,34.56,4.7,43289
Klara and the Sun: A Novel (Random House Large Print),Kazuo Ishiguro,25.01,1,16.8,4.3,22233
How to Be an Antiracist (Random House Large Print),Ibram X. Kendi,14.99,1,16.8,4.7,23778
The Book of Longings: A Novel,Sue Monk Kidd,14.06,1,24,4.5,12828
Dune (Movie Tie-In),Frank Herbert,8.24,4,16.32,4.7,43289
The Fault in Our Stars,John Green,11.5,4,17.28,4.7,57358
How to Be an Antiracist,Ibram X. Kendi,15.16,4,16,4.7,23778
The Hunger Games Trilogy: The Hunger Games / Catching Fire / Mockingjay,Suzanne Collins,25.87,8,36.8,4.8,24376
The Home Edit Life: The No-Guilt Guide to Owning What You Want and Organizing Everything,Clea Shearer,14.25,6,32,4.8,10984
"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",J.K. Rowling,23.88,3,53.6,4.9,19242
Greenlights,Matthew McConaughey,16.95,8,18.24,4.7,48136
Guts: A Graphic Novel (Library Edition),Raina Telgemeier,15.29,1,18.4,4.8,11788
The Judge's List: A Novel (The Whistler),John Grisham,21,1,16.16,4.5,23704
A Time for Mercy (Jake Brigance),John Grisham,29.45,1,16,4.6,65351
"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",Erik Larson,18.99,1,33.6,4.7,24717
The Vanishing Half: A Novel,Brit Bennett,17.37,4,19.2,4.4,78423
Battle Ground (Dresden Files),Jim Butcher,13.99,1,22.4,4.8,20253
Frankenstein,by Mary Shelley (Author),11.39,3,16.8,4.6,11198
The Hobbit and The Lord of the Rings,J.R.R. Tolkien,39.49,11,50.4,4.8,20453
Caste (Oprah's Book Club): The Origins of Our Discontents,Isabel Wilkerson,14.79,1,28,4.8,36306
Bad Manners: The Official Cookbook: Eat Like You Give a F*ck: A Vegan Cookbook,Bad MannersMichelle DavisMatt Holloway,17.99,1,28.8,4.6,13865
Little Blue Truck's Christmas,Alice SchertleJill McElmurry,10.56,5,21.12,4.8,12493
The Sanatorium: A Novel,Sarah Pearse,14.83,1,20.8,3.9,13845
The Hobbit and The Lord of the Rings: Deluxe Pocket Boxed Set,J.R.R. Tolkien,27.91,8,37.12,4.8,20453
I Alone Can Fix It: Donald J. Trump's Catastrophic Final Year,Philip Rucker,17.56,4,32,4.7,10254
A Discovery of Witches: A Novel (All Souls Series),by Deborah E. Harkness (Author),26.99,1,27.2,4.6,20152
Shadow of Night: A Novel (All Souls Series),Deborah Harkness,18.38,2,29.6,4.7,14153
Polar Express 30th anniversary edition,Chris Van Allsburg,11.78,3,16,4.9,14478
The Home Edit: A Guide to Organizing and Realizing Your House Goals,Clea Shearer,10.98,4,25.92,4.7,11039
The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,29.99,1,35.36,4.8,14899
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",by Bessel van der Kolk M.D. (Author),22.53,1,24,4.8,39631
Educated: A Memoir (Random House Large Print),Tara Westover,16.99,3,17.92,4.7,57982
Mexican Gothic,Silvia Moreno-Garcia,12.07,2,19.2,4.2,17554
A Promised Land (Random House Large Print),Barack Obama,16.02,1,39.2,4.9,118596
Alice's Adventures in Wonderland: 150th Anniversary Edition,Lewis Carroll,18.99,3,23.04,4.5,11978
What Should Danny Do? (The Power to Choose Series),Adir Levy,14.69,3,19.68,4.8,19821
It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,Lysa TerKeurst,15.93,5,18.24,4.8,15614
"Jesus Calling, Large Text Teal Leathersoft, with full Scriptures: Enjoying Peace in His Presence",Sarah Young,17.53,5,23.36,4.9,30551
"The Knot Ultimate Wedding Planner & Organizer [binder edition]: Worksheets, Checklists, Etiquette, Calendars, and Answers to Frequently Asked Questions",Carley Roney,22.3,11,45.12,4.7,10236
Ball Complete Book of Home Preserving,Judi KingryLauren Devine,15.72,34,32,4.8,11850
Ball Complete Book of Home Preserving: 400 Delicious and Creative Recipes for Today,Judi KingryLauren Devine,30,8,36,4.8,11850
Ball Complete Book of Home Preserving: 400 Delicious and Creative Recipes for Today,Judi KingryLauren Devine,27.66,4,40.96,4.8,11850
The Wise Man's Fear (Kingkiller Chronicle),Patrick Rothfuss,7.39,4,17.44,4.7,16350
Brain Quest Workbook: Grade 3,by Janet A. Meyer (Author),6.8,6,28,4.8,10816
"The Way of Kings: Book One of the Stormlight Archive (The Stormlight Archive, 1)",Brandon Sanderson,23.58,4,38.4,4.8,20154
"Words of Radiance (The Stormlight Archive, Book 2) (The Stormlight Archive, 2)",Brandon Sanderson,25.96,4,42.4,4.9,18070
"Oathbringer: Book Three of the Stormlight Archive (The Stormlight Archive, 3)",Brandon Sanderson,23.26,2,47.04,4.8,15704
"Rhythm of War: Book Four of The Stormlight Archive (The Stormlight Archive, 4)",Brandon Sanderson,20.99,4,47.2,4.8,27982
The Way of Kings,Brandon Sanderson,8.19,4,20,4.8,20154
"Words of Radiance: Book Two of the Stormlight Archive (The Stormlight Archive, 2)",Brandon Sanderson,9.89,3,20.8,4.9,18070
"The Way of Kings: Book One of the Stormlight Archive (The Stormlight Archive, 1)",Brandon Sanderson,14.79,3,33.92,4.8,20154
"The Three-Body Problem (The Three-Body Problem Series, 1)",Cixin Liu,15.99,3,21.6,4.3,10996
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,11.98,4,18.4,4.8,41331
"The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living",Ryan HolidayStephen Hanselman,20.56,1,18.4,4.8,17197
The Invisible Life of Addie LaRue,V. E. Schwab,16.19,3,22.4,4.5,40949
Breath: The New Science of a Lost Art,James Nestor,20.76,1,17.6,4.7,14703
Deacon King Kong: A Novel,James McBride,12.59,1,20.16,4.5,12777
What to Expect When You're Expecting,Heidi Murkoff,13.07,4,26.4,4.8,25304
What to Expect When You're Expecting (What to Expect (Workman Publishing)),Heidi Murkoff,23.2,3,33.6,4.8,25304
Where the Crawdads Sing,Delia Owens,12.4,1,20.8,4.8,196572
Eleanor Oliphant Is Completely Fine: A Novel,Gail Honeyman,13.53,1,19.2,4.5,49889
The Lincoln Highway: A Novel,Amor Towles,18,1,30.4,4.5,14056
Little Fires Everywhere,Celeste Ng,12.69,1,19.2,4.5,51944
A Woman of No Importance: The Untold Story of the American Spy Who Helped Win World War II,Sonia Purnell,12.69,1,19.2,4.6,10880
Think and Grow Rich,Napoleon Hill,7.89,3,22.4,4.7,57412
"The Lightning Thief (Percy Jackson and the Olympians, Book 1)",Rick Riordan,11.89,5,19.2,4.7,20296
"The Sea of Monsters (Percy Jackson and the Olympians, Book 2)",Rick Riordan,11.99,3,16,4.8,10827
"Carson Dellosa First Words Flash Cards—Double-Sided, Common Words With Illustrations, Basic Animals, Food, Objects, Phonics and Reading Readiness Practice Set (54 pc)",by Brighter Child (Compiler),2.99,8,56,4.8,40384
"Dungeons & Dragons Dungeon Master's Guide (Core Rulebook, D&D Roleplaying Game)",Wizards RPG Team,33.86,6,39.04,4.9,21769
Volo's Guide to Monsters (Dungeons & Dragons),Wizards RPG Team,26.49,3,16,4.9,11531
"Dungeons & Dragons Core Rulebooks Gift Set (Special Foil Covers Edition with Slipcase, Player's Handbook, Dungeon Master's Guide, Monster Manual, DM Screen)",Wizards RPG Team,87.17,1,16,4.9,11246
Dungeons & Dragons Essentials Kit (D&D Boxed Set),by Wizards RPG Team (Author),15.49,7,35.2,4.8,13374
Tasha's Cauldron of Everything (D&D Rules Expansion) (Dungeons & Dragons),Wizards RPG Team,27.18,5,20,4.8,17556
"Shadow and Bone (The Shadow and Bone Trilogy, 1)",Leigh Bardugo,16.89,2,16,4.5,21976
"Siege and Storm (The Shadow and Bone Trilogy, 2)",Leigh Bardugo,14.4,3,17.92,4.5,15703
"Ruin and Rising (The Shadow and Bone Trilogy, 3)",Leigh Bardugo,16.17,3,17.6,4.6,14762
"The Mirror & the Light: A Novel (Wolf Hall Trilogy, 3)",Hilary Mantel,13.39,3,29.6,4.5,10740
The Book with No Pictures,B. J. Novak,8.64,7,16.64,4.8,14339
A Little Life,Hanya Yanagihara,14.82,1,20,4.5,14100
The Body: A Guide for Occupants,Bill Bryson,14.19,3,16,4.7,11610
Modern Comfort Food: A Barefoot Contessa Cookbook,Ina Garten,19,7,36,4.8,15380
Man's Search for Meaning,Viktor E. Frankl,23.45,1,23.36,4.7,38021
Harry Potter and the Order of the Phoenix (Book 5),J.K. Rowling,49.83,1,28,4.9,31310
Harry Potter and the Goblet of Fire (Book 4),J.K. Rowling,52.6,1,22.56,4.9,31267
Just Mercy: A Story of Justice and Redemption,Bryan Stevenson,15.99,3,21.76,4.8,20515
"The Psychology of Money - hardback: Timeless lessons on wealth, greed, and happiness",Morgan Housel,15.83,2,16.64,4.7,11867
"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,5.99,6,24,4.8,56687
"School Zone - Big First Grade Workbook - 320 Pages, Ages 6 to 7, 1st Grade, Beginning Reading, Phonics, Spelling, Basic Math, Word Problems, Time, Money, and More (School Zone Big Workbook Series)",School Zone,5.53,6,17.12,4.8,13402
"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",American Psychiatric Association,,0,49.6,4.7,10487
"School Zone - Multiplication 0-12 Flash Cards - Ages 8+, 3rd Grade, 4th Grade, Elementary Math, Multiplication Facts, Common Core, and More",School Zone,2.67,6,22.08,4.7,22915
The Shack,by Wm. Paul Young (Author),16.99,4,18.4,4.7,22171
"A Touch of Darkness (Hades X Persephone, 1)",Scarlett St. Clair,22.55,2,16.48,4.5,10700
How to Draw Cool Stuff: A Drawing Guide for Teachers and Students,Catherine V Holmes,21.99,2,26.56,4.7,13860
"100 Amazing Patterns: An Adult Coloring Book with Fun, Easy, and Relaxing Coloring Pages",Jade Summer,9.99,52,29.28,4.6,13337
Written in My Own Heart's Blood: A Novel (Outlander),Diana Gabaldon,7.48,2,19.2,4.8,23889
Cravings: Recipes for All the Food You Want to Eat: A Cookbook,Chrissy Teigen,25.52,7,37.6,4.7,10229
The Book Thief (Anniversary Edition),Markus Zusak,14.49,2,29.6,4.7,31084
Homegoing: A novel,Yaa Gyasi,18.49,3,20.8,4.6,12636
Me: Elton John Official Autobiography,Elton John,15.14,1,24,4.8,18141
"The Invisible Life of Addie LaRue, Special Edition",V. E. Schwab,19.88,4,23.2,4.5,40949
"The Eye of the World: Book One of The Wheel of Time (Wheel of Time, 1)",Robert Jordan,8.24,4,26.24,4.7,13380
The Meaning of Mariah Carey,Mariah Carey,13.71,3,20.8,4.8,11901
"Words of Radiance: Book Two of the Stormlight Archive (The Stormlight Archive, 2)",Brandon Sanderson,15.99,1,36.8,4.9,18070
"Children of Blood and Bone (Legacy of Orisha, 1)",Tomi Adeyemi,12.99,4,24.96,4.7,11663
The Four Winds: A Novel,Kristin Hannah,14,4,25.92,4.5,84324
"The Mirror & the Light: A Novel (Wolf Hall Trilogy, 3)",Hilary Mantel,11.69,2,20,4.5,10740
"The Shadow and Bone Trilogy Boxed Set: Shadow and Bone, Siege and Storm, Ruin and Rising",Leigh Bardugo,19.78,2,44,4.7,10449
"Maybe You Should Talk to Someone: A Therapist, HER Therapist, and Our Lives Revealed",Lori Gottlieb,16.66,4,22.4,4.6,15836
"Harry Potter and the Sorcerer's Stone: MinaLima Edition (Harry Potter, Book 1) (Illustrated edition) (1)",Minalima,18.56,3,37.6,4.9,12693
Hideaway: A Novel,Nora Roberts,14.53,2,22.4,4.6,12624
American Dirt (Oprah's Book Club): A Novel,Jeanine Cummins,16.75,1,20.8,4.6,61053
The Ballad of Songbirds and Snakes (A Hunger Games Novel),Suzanne Collins,13.99,2,20.8,4.7,44191
Apples Never Fall,Liane Moriarty,18.41,4,23.2,4.2,23219
The Great Alone: A Novel,Kristin Hannah,11.69,4,18.4,4.7,28824
Dog Man: Mothering Heights: A Graphic Novel (Dog Man #10): From the Creator of Captain Underpants (10),Dav Pilkey,6.62,4,17.6,4.9,16099
Permanent Record,Edward Snowden,14.59,1,18.56,4.7,10545
The Ickabog,J. K. Rowling,12.43,1,26.88,4.7,14543
Dog Man: A Graphic Novel (Dog Man #1): From the Creator of Captain Underpants (1),Dav Pilkey,9,1,20.8,4.8,14570
Dog Man Unleashed: A Graphic Novel (Dog Man #2): From the Creator of Captain Underpants (2),Dav Pilkey,9,4,19.68,4.9,13893
Dog Man: A Tale of Two Kitties: A Graphic Novel (Dog Man #3): From the Creator of Captain Underpants (3),Dav Pilkey,9.08,1,21.44,4.9,13406
Dog Man and Cat Kid: A Graphic Novel (Dog Man #4): From the Creator of Captain Underpants (4),Dav Pilkey,9,2,21.92,4.9,13253
Dog Man: Lord of the Fleas: A Graphic Novel (Dog Man #5): From the Creator of Captain Underpants (5),Dav Pilkey,9,4,21.76,4.9,13336
Dog Man: Brawl of the Wild: A Graphic Novel (Dog Man #6): From the Creator of Captain Underpants (6),Dav Pilkey,9,2,19.84,4.9,16165
"Siege and Storm (The Shadow and Bone Trilogy, 2)",Leigh Bardugo,8.46,3,16,4.5,15703
"The Awakening: The Dragon Heart Legacy, Book 1 (The Dragon Heart Legacy, 1)",Nora Roberts,14.9,1,22.4,4.8,17475
"Forgotten in Death: An Eve Dallas Novel (In Death, 53)",J. D. Robb,17.93,4,20.48,4.8,12138
Legacy: A Novel,Nora Roberts,16.72,4,22.4,4.6,14289
"Oathbringer: Book Three of the Stormlight Archive (The Stormlight Archive, 3)",Brandon Sanderson,18.49,1,40,4.8,15704
The Silent Patient,Alex Michaelides,12.99,4,18.4,4.5,92537
5 Ingredients: Quick & Easy Food,Jamie Oliver,19.39,1,41.6,4.6,15452
The Maidens,Alex Michaelides,16.78,2,19.2,4.0,10242
How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease,Michael Greger M.D. FACLMGene Stone,17.01,1,27.52,4.7,18231
"Crooked Kingdom (Six of Crows, 2)",Leigh Bardugo,7.38,4,17.6,4.7,15438
The Nightingale: A Novel,Kristin Hannah,8.28,3,19.2,4.8,80180
"The Eye of the World: Book One of The Wheel of Time (Wheel of Time, 1)",Robert Jordan,19.59,1,36.8,4.7,13380
"Rhythm of War: Book Four of The Stormlight Archive (The Stormlight Archive, 4)",Brandon Sanderson,20.99,4,40.8,4.8,27982
We Begin at the End,Chris Whitaker,16.79,1,20,4.4,11312
"Arthur A. Levine Books Harry Potter and the Cursed Child, Parts One and Two: The Official Play script of the Original West End Production: The Official Script Book of the Original West End Production",J. K. RowlingJack ThorneJohn Tiffany,23.99,1,23.2,4.2,35661
Factfulness: Ten Reasons We're Wrong About the World--and Why Things Are Better Than You Think,Hans RoslingAnna Rosling RönnlundOla Rosling,14.79,4,18.88,4.6,11404
Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),Dav Pilkey,6.43,4,19.68,4.9,20160
7 Ways: Easy Ideas for Every Day of the Week [American Measurements],Jamie Oliver,17.29,1,42.4,4.7,12413
Humans,Brandon Stanton,17.5,4,57.6,4.9,16338
The Plot: A Novel,Jean Hanff Korelitz,15.99,4,18.4,4.2,10356
The Good Sister: A Novel,Sally Hepworth,16.79,2,17.92,4.4,13267
Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),Dav Pilkey,7.76,4,20.16,4.9,24755
"The Madness of Crowds: A Novel (Chief Inspector Gamache Novel, 17)",Louise Penny,14.49,4,22.56,4.5,17851
Dog Man: Grime and Punishment: A Graphic Novel (Dog Man #9): From the Creator of Captain Underpants (9),Dav Pilkey,6.48,4,19.68,4.9,39147
The Immortal Life of Henrietta Lacks,Rebecca Skloot,14.32,3,21.92,4.7,15236
Mindset: The New Psychology of Success,Carol S. Dweck,17.23,1,19.2,4.6,11514
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,13.92,3,28.8,4.8,32491
"Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History",S. C. Gwynne,17.41,3,20,4.8,10915
Hamilton The Revolution,by Lin-Manuel Miranda; Jeremy McCarter (Author),45.98,8,44.32,4.9,11826
City of Bones (Mortal Instruments),Cassandra Clare,13.99,3,23.68,4.5,10449
Hatchet: 20th Anniversary Edition,Gary Paulsen,17.69,5,29.6,4.7,16012
Ask and It Is Given: Learning to Manifest Your Desires,Esther HicksJerry HicksWayne W. Dyer,9.89,1,18.56,4.8,10105
"50 States, 5,000 Ideas: Where to Go, When to Go, What to See, What to Do",National GeographicJoe Yogerst,13.06,2,28.16,4.6,11776
"Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,14.99,1,19.68,4.7,12322
"Medical Medium Cleanse to Heal: Healing Plans for Sufferers of Anxiety, Depression, Acne, Eczema, Lyme, Gut Problems, Brain Fog, Weight Issues, Migraines, Bloating, Vertigo, Psoriasis, Cys",Anthony William,16.99,1,68.8,4.7,14784
"The Titan's Curse (Percy Jackson and the Olympians, Book 3)",Rick Riordan,11.75,5,16.8,4.8,10131
"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Rick Riordan,9.15,3,20,4.8,10627
"The Mark of Athena (Heroes of Olympus, Book 3)",Rick Riordan,10.39,3,28,4.8,11094
Percy Jackson and the Olympians Hardcover Boxed Set,Rick Riordan,47.49,6,99.2,4.9,27312
"The House of Hades (Heroes of Olympus, Book 4)",Rick Riordan,12.2,5,28.48,4.8,12241
"The Blood of Olympus (The Heroes of Olympus, 5)",Rick Riordan,11.49,2,25.6,4.8,12014
"The House of Hades (Heroes of Olympus, The, Book Four: The House of Hades) (The Heroes of Olympus, 4)",Rick Riordan,9.99,5,16,4.8,12241
National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Amy Shields,8.72,7,27.52,4.8,15434
National Geographic Little Kids First Big Book of Dinosaurs (National Geographic Little Kids First Big Books),"by Catherine Hughes (Author), Franco Tempesta (Illustrator)",8.79,8,26.88,4.8,11742
National Geographic Little Kids First Big Book of Space,"by Catherine Hughes (Author), David Aguilar (Illustrator)",8.99,7,26.88,4.8,12281
"5,000 Awesome Facts (About Everything!) (National Geographic Kids)",by National Kids (Author),11.97,9,46.4,4.8,16183
"National Geographic Kids Why?: Over 1,111 Answers to Everything",Crispin Boyer,11.24,10,48,4.8,11194
"National Geographic Kids Why?: Over 1,111 Answers to Everything",Crispin Boyer,29.9,2,47.2,4.8,11194
Dune: Book One in the Dune Chronicles,Frank Herbert,56.05,2,18.56,4.7,43289
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,,0,18.4,4.5,12011
"Publication Manual of the American Psychological Association: 7th Edition, Official, 2020 Copyright (7th Edition, 2020 Copyright)",American Psychological Association,,0,31.84,4.8,23510
"Publication Manual of the American Psychological Association: 7th Edition, Official, 2020 Copyright",American Psychological Association,,0,24.64,4.8,23510
"Publication Manual of the American Psychological Association: 7th Edition, Official, 2020 Copyright (7th Edition, 2020 Copyright)",American Psychological Association,,0,28.8,4.8,23510
"KJV Holy Bible, Standard Size, Faux Leather Red Letter Edition - Thumb Index & Ribbon Marker, King James Version, Burgundy",by Christian Art Publishers (Publisher),20.99,7,21.12,4.8,10936
"KJV Holy Bible, Giant Print Standard Size Faux Leather Red Letter Edition - Thumb Index & Ribbon Marker, King James Version, Dark Brown",by Christian Art Publishers (Author),20.99,12,29.6,4.8,14461
"KJV Holy Bible, Large Print Compact, Saddle Tan Faux Leather w/Ribbon Marker, Red Letter, King James Version",by Christian Art Publishers (Author),15.39,9,16.64,4.7,11435
"KJV Holy Bible, Standard Size Faux Leather Red Letter Edition - Thumb Index & Ribbon Marker, King James Version, Medium Brown",by Christian Art Publishers (Author),18.49,9,20.8,4.8,10936
The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook),Dinah Bucholz,9.99,12,19.2,4.7,25249
The Glass Castle: A Memoir (Scribner Classics),Jeannette Walls,16.99,5,19.68,4.6,16213
The 5 AM Club: Own Your Morning. Elevate Your Life.,Robin Sharma,16.27,2,20.8,4.6,14620
The Sun and Her Flowers,Rupi Kaur,12.42,7,17.6,4.8,13703
"World of Eric Carle, Around the Farm Animal 30-Button Sound Book - Great for First Words - PI Kids","by Editors of Publications International (Editor), Eric Carle (Illustrator)",12.13,9,21.12,4.8,13723
"My Sister's Grave (Tracy Crosswhite, 1)",Robert Dugoni,7.49,3,16.16,4.5,26260
The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat,by America's Test Kitchen Kids (Author),11.49,11,26.24,4.8,16156
Percy Jackson and the Olympians 5 Book Paperback Boxed Set (new covers w/poster) (Percy Jackson & the Olympians),Rick Riordan,18.8,7,46.56,4.9,27312
"The Tower of Nero (Trials of Apollo, The Book Five) (Trials of Apollo, 5)",Rick Riordan,13.12,4,20,4.9,13292
Gravity Falls: Journal 3,Alex HirschRob Renzetti,15.99,8,34.4,4.8,16076
The Modern Witch Tarot Deck (Modern Tarot Library),Lisa Sterle,19.81,9,16.8,4.9,16033
Steve Jobs: The Exclusive Biography,Walter Isaacson,17.21,5,34.56,4.7,10384
Hamilton: The Revolution,Lin-Manuel MirandaJeremy McCarter,23.69,8,45.6,4.9,11826
Grit: The Power of Passion and Perseverance,Angela Duckworth,18.58,4,19.84,4.6,10042
Steve Jobs,Walter Isaacson,15.99,3,28.8,4.7,10384
The Choice: Embrace the Possible,by Dr. Edith Eva Eger (Author),22.83,4,16,4.8,13293
The Seven Husbands of Evelyn Hugo: A Novel,Taylor Jenkins Reid,22.49,2,20.8,4.6,39573
Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,17.72,3,19.2,4.7,14807
My Own Words,Ruth Bader Ginsburg,17.99,2,22.4,4.8,10647
All the Light We Cannot See,Anthony Doerr,14.53,5,25.6,4.6,53837
"The Official SAT Study Guide, 2020 Edition",The College Board,,0,65.6,4.6,11941
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin NosratWendy MacNaughton,16.65,1,44.16,4.8,17653
Anxious People: A Novel,Fredrik Backman,13.23,2,18.4,4.4,36144
The Last Thing He Told Me: A Novel,Laura Dave,14,1,17.12,4.3,56878
All the Light We Cannot See: A Novel,Anthony Doerr,10.74,3,16.64,4.6,53837
Home Body,Rupi Kaur,15.99,1,24,4.8,12921
The Terminal List: A Thriller (1),Jack Carr,17.79,2,22.4,4.7,11963
Beneath a Scarlet Sky: A Novel,Mark Sullivan,12.99,1,24,4.7,55941
Beneath a Scarlet Sky: A Novel,Mark Sullivan,13.46,2,18.4,4.7,55941
The Last Green Valley: A Novel,Mark Sullivan,11.99,2,19.2,4.6,18900
The Last Green Valley: A Novel,Mark Sullivan,16.49,1,24,4.6,18900
