title,brand,final_price,images_count,weight,rating,reviews_count
This Magnificent Dappled Sea: A Novel,David Biro,6.49,2,9.6,4.2,16688
Elsewhere,Dean Koontz,8.99,2,15.5,4.5,10203
The Other Emily,Dean Koontz,12.99,2,15.2,4.2,11614
"Spellbreaker (Spellbreaker, 1)",Charlie N. Holmberg,6.69,2,10.4,4.3,19356
The Haunting of Brynn Wilder: A Novel,Wendy Webb,6.99,2,9.6,4.3,19032
Every Last Secret,A. R. Torre,11.95,2,10.4,4.3,21376
The Keeper of Happy Endings,Barbara Davis,10.99,2,14.4,4.6,29058
Seven Perfect Things: A Novel,Catherine Ryan Hyde,10.95,2,11.4,4.5,21626
West with Giraffes: A Novel,Lynda Rutledge,8.79,2,13.6,4.7,35412
The Next Wife,Kaira Rouda,7.49,2,10.6,4.0,27072
Her Perfect Family,Teresa Driscoll,11.95,2,10.4,4.2,15051
I Am Watching You,Teresa Driscoll,7.29,2,11.2,4.4,32832
The Dark Hours (A Renee Ballard and Harry Bosch Novel),Michael Connelly,35.99,1,8.8,4.7,15576
The Wish,Nicholas Sparks,17.31,1,8.8,4.8,13371
The Rainbow Fish,Marcus PfisterJ Alison James,13.99,7,13.6,4.8,12685
"Rainbow Fish Board Book, The",Marcus Pfister,5.94,3,4.8,4.8,12685
The Untethered Soul: The Journey Beyond Yourself,Michael A. Singer,14.45,3,9.8,4.7,20224
The Power of Your Subconscious Mind,Joseph Murphy,5.49,3,8,4.6,37284
Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,16.19,1,12,4.6,19330
I Love You to the Moon and Back,Amelia Hepworth,4.28,1,10.4,4.9,45204
Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,14.4,4,7.2,4.6,19330
"School Zone - Addition & Subtraction Workbook - 64 Pages, Ages 6 to 8, 1st & 2nd Grade Math, Place Value, Regrouping, Fact Tables, and More (School Zone I Know It!® Workbook Series)",School Zone,3.57,6,5.3,4.7,12014
"School Zone - Numbers 0-25 Flash Cards - Ages 4 to 6, Preschool, Kindergarten, Math, Addition, Subtraction, Numerical Order, Counting, and More","by School Zone (Author), Joan Hoffman (Author)",2.67,6,6.1,4.8,13106
When God Made You,Matthew Paul Turner,8.33,1,11.5,4.9,16525
The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,16.92,5,15.5,4.7,33886
Why Men Love Bitches: From Doormat to Dreamgirl―A Woman's Guide to Holding Her Own in a Relationship,Sherry Argov,6.39,3,11.5,4.7,12714
A Thousand Splendid Suns,Khaled Hosseini,9.96,5,11.2,4.7,17851
The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,7.51,3,12,4.7,33886
Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century (Think and Grow Rich Series),Napoleon Hill,7.49,1,9.6,4.7,57412
The Kite Runner,Khaled Hosseini,10.5,4,13.8,4.7,20931
God Gave Us You,Lisa Tawn BergrenLaura J. Bryant,9.89,1,9.6,4.9,18171
Big Magic: Creative Living Beyond Fear,Elizabeth Gilbert,9.38,1,8.8,4.6,10152
The Care and Keeping of You 2: The Body Book for Older Girls,Cara Natterson,8.89,4,7.2,4.8,10900
"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)","by Valorie Schaefer (Author), Josee Masse (Illustrator)",11.04,4,10.1,4.8,21337
Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children),Ransom Riggs,9.01,7,14.2,4.5,12284
Know Your Bible: All 66 Books Explained and Applied (Value Books),Paul Kent,2.19,5,1.59,4.6,10975
The Art of War,Sun Tzu,7.68,3,4.5,4.5,18897
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,13.3,1,9.6,4.8,10180
The Art Of War,Sun Tzu,4.99,3,4.5,4.5,18897
Thirteen Reasons Why,Jay Asher,8.39,3,11.7,4.5,12152
The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,10.5,4,7,4.7,25019
The Secret,Rhonda Byrne,11.62,5,15,4.6,28483
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,by Marie Kondō (Author),8.58,1,9.6,4.5,26780
So You Want to Talk About Race,Ijeoma Oluo,8.46,4,7.7,4.7,11598
The Power of Your Subconscious Mind,Joseph Murphy,4.49,2,7.1,4.6,37284
The Power of Your Subconscious Mind,Joseph Murphy,9.99,2,11.6,4.6,37284
"Knock Knock What I Love about You Fill in the Love Book Fill-in-the-Blank Gift Journal, 4.5 x 3.25-Inches",Knock Knock,8.01,11,3.21,4.7,15377
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,37.89,1,10.1,4.8,28517
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,7.53,7,14,4.9,30551
Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,7.18,4,7.2,4.7,63996
Go the F**k to Sleep,Adam Mansbach,10.65,3,7.2,4.8,15181
As a Man Thinketh,James Allen,4.99,2,2.4,4.7,14252
The Art of War (Chump Change Edition),Sun Tzu,9.44,2,8,4.5,18897
The Communist Manifesto (Chump Change Edition),Karl MarxFriedrich Engels,9.47,2,7.7,4.3,10614
The Untethered Soul: The Journey Beyond Yourself,Michael A. Singer,11.29,2,14.5,4.7,20224
The Color of Law: A Forgotten History of How Our Government Segregated America,Richard Rothstein,12.53,2,12.4,4.8,14605
Think and Grow Rich: For the Modern Reader (Official Publication of the Napoleon Hill Foundation),Napoleon Hill,6.49,2,4.3,4.7,57412
The Girl Who Drank the Moon (Winner of the 2017 Newbery Medal),Kelly Barnhill,10.25,2,15.2,4.7,15426
The Girl Who Drank the Moon (Winner of the 2017 Newbery Medal),Kelly Barnhill,6.38,4,11.2,4.7,15426
An American Marriage (Oprah's Book Club): A Novel,Tayari Jones,11.54,2,9.6,4.4,14558
"Throne of Glass (Throne of Glass, 1)",Sarah J. Maas,9.96,4,15.2,4.6,19933
The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,11.49,3,11.2,4.7,17592
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,6.98,8,13.6,4.3,25595
Chakra Healing: A Beginner's Guide to Self-Healing Techniques that Balance the Chakras,Margarita Alcantara,9.59,13,9.6,4.8,20641
The Complete Anti-Inflammatory Diet for Beginners: A No-Stress Meal Plan with Easy Recipes to Heal the Immune System,Dorothy CalimerisLulu Cook,11.39,12,14.4,4.4,11044
12 Years a Slave,Solomon Northup,3.76,3,4.8,4.6,15993
Crystals for Beginners: The Guide to Get Started with the Healing Power of Crystals,Karen Frazier,8.99,20,12.8,4.8,26575
"Celebrate Your Body (and Its Changes, Too!): The Ultimate Puberty Book for Girls (Celebrate You, 1)",Sonya Renee TaylorBianca I. Laureano,8.18,11,11.8,4.8,13191
Human Body Activity Book for Kids: Hands-On Fun for Grades K-3,"by Ph.D., Katie Stokes, M.Ed., (Author)",5.39,10,8.8,4.7,18213
"The Backyard Bug Book for Kids: Storybook, Insect Facts, and Activities (Let's Learn About Bugs and Animals)",Lauren Davidson,6.99,8,5.6,4.8,10717
As A Man Thinketh,James Allen,6.95,2,1.76,4.7,14252
"My First Learn to Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,4.53,10,10.4,4.8,64649
The Big Book of Silly Jokes for Kids,Carole P. Roman,5.99,12,9.6,4.7,15704
A Court of Thorns and Roses,Sarah J. Maas,10.8,2,12.8,4.7,35941
A Court of Frost and Starlight (A Court of Thorns and Roses),Sarah J. Maas,13.89,2,8,4.5,20404
Piranesi,Susanna Clarke,16.89,2,14.4,4.5,12573
The Bible in 52 Weeks: A Yearlong Bible Study for Women,Dr. Kimberly D. Moore,8.99,8,13.6,4.7,15861
Piranesi,Susanna Clarke,14.49,2,9.8,4.5,12573
The New Jim Crow: Mass Incarceration in the Age of Colorblindness - 10th Anniversary Edition,Michelle Alexander,14.99,4,14.1,4.8,13147
"The Ultimate Guide to Modern Calligraphy & Hand Lettering for Beginners: Learn to Letter: A Hand Lettering Workbook with Tips, Techniques, Practice Pages, and Projects",June & Lucy,6.99,12,9.5,4.6,20760
The Spell Book for New Witches: Essential Spells to Change Your Life,Ambrosia Hawthorn,10.19,8,14.1,4.7,13715
"Green Witchcraft: A Practical Guide to Discovering the Magic of Plants, Herbs, Crystals, and Beyond",Paige Vanderbeck,8.99,10,9.6,4.8,11314
Wuthering Heights,Emily Brontë,8.99,2,9.5,4.6,13451
The Girl Who Lived: A Thrilling Suspense Novel,Christopher Greyson,13.29,2,14.4,4.3,14004
Now You Are One (Little Bird Greetings),Minnie BirdsongCottage Door Press,6.29,6,4,4.7,13484
"I Love You, Daddy: A Tale of Encouragement and Parental Love between a Father and his Child, Picture Book",Parragon Books,4.74,8,12.2,4.8,12299
Potty Time! (Daniel Tiger's Neighborhood) (Daniel Tiger's Neighborhood Interactive Take-Along Children's Sound Book),Cottage Door Press,5.21,11,8,4.8,13921
The Power of Your Subconscious Mind,Joseph Murphy,4.95,2,7.8,4.6,37284
"Interesting Stories For Curious People: A Collection of Fascinating Stories About History, Science, Pop Culture and Just About Anything Else You Can Think of",Bill O'Neill,8.19,2,11.4,4.5,11045
The Beach House (South Carolina Sunsets),Rachel Hanna,11.99,2,6.2,4.3,13104
A Christmas Carol,Charles Dickens,6.95,2,4.9,4.7,12865
Frankenstein,by Mary Shelley (Author),7.25,2,6.7,4.6,11198
"The Ultimate Instant Pot cookbook: Foolproof, Quick & Easy 800 Instant Pot Recipes for Beginners and Advanced Users (Pressure Cooker Recipes)",Simon Rush,9.9,4,12.6,4.3,16904
Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy Instant Pot Recipes.,Jennifer Smith,5.24,2,11.7,4.4,12662
Pride and Prejudice,Jane Austen,9.99,4,10.5,4.6,24978
"Trace Letters: Alphabet Handwriting Practice workbook for kids: Preschool writing Workbook with Sight words for Pre K, Kindergarten and Kids Ages 3-5. ABC print handwriting book",Sujatha Lalgudi,5.95,10,13,4.8,14782
The Picture of Dorian Gray,Oscar Wilde,6.85,2,7.4,4.5,10147
The Last Flight,Julie Clark,9.98,5,10.6,4.4,17362
"A Touch of Darkness (Hades X Persephone, 1)",Scarlett St. Clair,11.8,1,15.4,4.5,10700
"Good Vibes, Good Life: How Self-Love Is the Key to Unlocking Your Greatness",Vex King,13.29,2,10.8,4.7,20082
Verity,Colleen Hoover,17.09,2,14.4,4.6,42924
Later,Stephen King,9.56,4,8.5,4.5,24619
Dare to Lead: Brave Work. Tough Conversations. Whole Hearts.,by B. Brown (Author),16,4,11.1,4.7,12948
Maybe You Should Talk to Someone,Lori Gottlieb,8.33,1,3.5,4.6,15836
The Secrets We Keep: A gripping emotional page turner,Kate Hewitt,9.89,2,12.3,4.2,10919
The Old Man and the Sea,Ernest Hemingway,11.66,2,9,4.6,14695
The Answer Is . . .: Reflections on My Life,Alex Trebek,18.79,1,4.8,4.8,10616
Moonology Oracle Cards: A 44-Card Deck and Guidebook,Yasmin Boland,17.99,7,11.6,4.9,18921
American Marxism,Mark R. Levin,22.26,1,9.6,4.9,23204
The Last Thing He Told Me: A Novel,Laura Dave,27.99,1,9.6,4.3,56878
State of Terror: A Novel,Louise PennyHillary Rodham Clinton,24.64,1,12.7,4.5,11771
How to Draw 101 Animals (1),Dan Green,3.29,4,8.8,4.7,18519
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,5.77,3,6.2,4.7,69648
Women Who Run With The Wolves: Contacting the Power of the Wild Woman (Classic Edition),Clarissa Pinkola Estes,17.36,2,13.2,4.7,10746
One Thing,Gary Keller,13,2,6,4.7,10391
Frankenstein (Chiltern Classic),by Mary Shelley (Author),21.86,1,14.4,4.6,11198
A Christmas Carol (Chiltern Classic),Charles Dickens,18.39,1,8.8,4.7,12865
The Perfect Marriage: a completely gripping psychological suspense,Jeneva Rose,9.74,2,13.8,4.5,11504
The Picture of Dorian Gray,Oscar Wilde,8.88,2,9.6,4.5,10147
A Christmas Carol: With Original Illustrations In Full Color,Charles Dickens,14.99,2,10.4,4.7,12865
Richest Man in Babylon - Original Edition,George S. Clason,12.95,2,12.2,4.7,21870
"I Wrote a Book About You — A fun, fill-in-the-blank book.",M.H. Clark,13.46,6,13.6,4.7,11854
Diary of a Minecraft Zombie Book 1: A Scare of a Dare,Zack Zombie,11.99,3,7.8,4.7,10062
"My First Toddler Coloring Book: Fun with Numbers, Letters, Shapes, Colors, and Animals! (Kids coloring activity books)",by Tanya Emelyanova (Illustrator),3.99,10,12,4.8,15197
Adult Coloring Book: Stress Relieving Animal Designs,MantraCraft,5.54,4,9.1,4.6,13531
Craving (1) (Steel Brothers Saga),Helen Hardt,10.99,1,10.2,4.3,24712
Beach Read,Emily Henry,7.35,1,12.2,4.4,21619
People We Meet on Vacation,Emily Henry,9.98,1,11.4,4.3,22813
"101 So Bad, They're Good Dad Jokes",Elias Hill,5.99,2,5.4,4.4,11288
Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,Paper Peony Press,6.99,11,9.6,4.5,17863
"Number Tracing Book for Preschoolers and Kids Ages 3-5: Trace Numbers Practice Workbook for Pre K, Kindergarten and Kids Ages 3-5 (Math Activity Book)",Modern Kid Press,5.99,2,7.2,4.8,12104
The 3 Minute Gratitude Journal for Kids: A Journal to Teach Children to Practice Gratitude and Mindfulness,by Modern Kid Press (Author),6.99,6,5.6,4.7,10206
"Scissor Skills Preschool Workbook for Kids: A Fun Cutting Practice Activity Book for Toddlers and Kids ages 3-5: Scissor Practice for Preschool ... 40 Pages of Fun Animals, Shapes and Patterns",Modern Kid Press,5.99,2,8.4,4.7,10285
The Book of Two Ways: A Novel,Jodi Picoult,13.31,1,12.8,4.1,14041
The Sentinel: A Jack Reacher Novel,Lee ChildAndrew Child,7.48,1,8.6,4.3,47883
The Reckoning: A Novel,John Grisham,10.16,2,11.2,4.2,17530
The Book of Lost Friends: A Novel,Lisa Wingate,13.3,1,10.4,4.5,14440
Normal People: A Novel,Sally Rooney,9.33,1,8,4.2,32937
The Try Not to Laugh Challenge - Would Your Rather? - EWW Edition,Crazy Corey,6.99,2,3.03,4.6,14793
Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),Silly Bear,4.99,2,9.3,4.8,16649
Idiot: Life Stories from the Creator of Help Helen Smash,Laura Clery,14.49,4,14.4,4.8,13927
Idiot: Life Stories from the Creator of Help Helen Smash,Laura Clery,12.55,4,7.1,4.8,13927
The Thursday Murder Club: A Novel (A Thursday Murder Club Mystery),Richard Osman,13.39,1,10.6,4.3,67564
The Institute: A Novel,Stephen King,8.24,4,12.8,4.7,28371
The Institute: A Novel,Stephen King,13.93,2,15.2,4.7,28371
The Perks of Being a Wallflower: 20th Anniversary Edition,Stephen Chbosky,17.39,2,12,4.7,19215
Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,by Pretty Simple Press (Author),6.99,8,5.9,4.6,25061
50 Shades Of Bullsh*t: Dark Edition: Swear Word Coloring Book,Alex Fleming,5.99,4,7.2,4.6,13420
Hamnet,Maggie O'Farrell,13.64,1,8.3,4.5,25957
Doctor Sleep,Stephen King,14.03,2,14.4,4.7,21735
The Book of Lost Names,Kristin Harmel,10.69,2,11.2,4.7,11063
Blackout: How Black America Can Make Its Second Escape from the Democrat Plantation,Candace Owens,19.6,1,14.4,4.9,20268
Invisible Girl: A Novel,Lisa Jewell,12.78,1,10.4,4.3,11940
In Five Years: A Novel,Rebecca Serle,11.95,3,12.8,4.4,23125
In Five Years: A Novel,Rebecca Serle,11.06,4,8,4.4,23125
Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,by Mary L. Trump Ph.D. (Author),12.95,4,14.1,4.6,100137
"101 So Bad, They're Good Dad Jokes: Golf Edition",Elias Hill,5.99,2,7.5,4.4,11288
Fortune and Glory: Tantalizing Twenty-Seven (Stephanie Plum),Janet Evanovich,13.48,2,8.8,4.6,20109
The Terminal List: A Thriller,Jack Carr,12.13,2,11.2,4.7,11963
On Writing: A Memoir of the Craft (Reissue),Stephen King,14.59,4,11.8,4.8,10656
Dad Jokes: Terribly Good Dad Jokes,Share The Love Gifts,6.99,2,2.88,4.5,10545
The Art of War,Sun Tzu,9.99,2,2.82,4.5,18897
The Art of War,Sun Tzu,3.55,2,2.11,4.5,18897
Communist Manifesto (Chiron Academic Press - The Original Authoritative Edition) (2016),Karl MarxFriedrich Engels,12.83,2,6.4,4.3,10614
The Richest Man in Babylon (Deluxe Hardbound Edition),George S. Clason,20.99,2,11.4,4.7,21870
Animal Farm,George Orwell,5.75,2,4.7,4.7,26096
A Wrinkle in Time,Madeleine L'Engle,21.99,2,10.9,4.6,10230
"200 Must Know Sight Words Activity Workbook: Learn, Trace & Practice The 200 Most Common High Frequency Words For Kids Learning To Write & Read. | Ages 5-8",Smart Kids Notebooks,5.99,4,9.9,4.7,10275
Heart Bones,Colleen Hoover,14.99,2,13.8,4.6,13681
The Great Gatsby,by Francis Scott Key Fitzgerald (Author),12.5,2,9.9,4.5,18051
The Great Gatsby: The Original 1925 Edition (A F. Scott Fitzgerald Classic Novel),F. Scott Fitzgerald,5.97,2,5.9,4.5,18051
Diary of a Wimpy Kid (Diary of a Wimpy Kid #1),Jeff Kinney,9.48,6,13.6,4.8,12027
The Third Wheel (Diary of a Wimpy Kid #7),Jeff Kinney,8.99,6,13.6,4.7,10239
Pooping Pooches White Elephant Gag Gift Calendar,Pooping Pooches,16.99,8,6.5,4.8,11249
Code Name Bananas: The hilarious and epic new children’s book from multi-million bestselling author David Walliams,David Walliams,20.43,4,20.48,4.8,15520
Skincare: The award-winning ultimate no-nonsense guide and Sunday Times No. 1 best-seller,Caroline Hirons,28.89,7,36.96,4.8,10884
The Giving Tree,Shel Silverstein,9.09,3,16,4.9,23158
The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing,Benjamin GrahamJason Zweig,14.29,3,16.96,4.7,28414
Just as I Am: A Memoir,Cicely Tyson,17.32,4,21.6,4.9,17201
Chronicles of Narnia Box Set,C. S. Lewis,20.33,8,32,4.8,11222
Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,33.49,2,40.96,4.6,12984
Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,18.38,2,38.4,4.6,12984
The Wild Unknown Tarot Deck and Guidebook (Official Keepsake Box Set),Kim Krans,28.61,4,26.72,4.8,19404
The Rose Code: A Novel,Kate Quinn,13.49,2,16,4.7,17211
Divergent,Veronica Roth,10.81,6,19.52,4.6,29549
Divergent / Insurgent,Veronica Roth,11.99,6,21.6,4.6,19489
"Allegiant (Divergent Series, 3)",Veronica Roth,10.1,2,16,3.9,22362
The 48 Laws of Power,Robert Greene,14.7,1,25.92,4.7,33382
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Neil GaimanTerry Pratchett,29.99,2,19.52,4.7,14729
The Happy in a Hurry Cookbook: 100-Plus Fast and Easy New Recipes That Taste Like Home (The Happy Cookbook Series),Steve Doocy,13.69,10,35.04,4.6,15043
The Song of Achilles,Madeline Miller,25.19,2,20.48,4.7,31125
The Secret Garden,Frances Hodgson Burnett,15.49,1,34.4,4.7,10041
"War Lord: A Novel (Saxon Tales, 13)",Bernard Cornwell,18.29,1,17.6,4.8,11275
Finding Freedom: Harry and Meghan and the Making of a Modern Royal Family,Omid ScobieCarolyn Durand,16.62,9,22.72,4.2,12951
"The Boy, the Mole, the Fox and the Horse Deluxe (Yellow) Edition",Charlie Mackesy,19.99,5,16.16,4.8,87406
"Magnolia Table, Volume 2: A Collection of Recipes for Gathering",Joanna Gaines,14,7,45.6,4.9,22686
"The Cellist: A Novel (Gabriel Allon, 21)",Daniel Silva,17.78,1,24,4.0,19584
Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,12.35,5,17.6,4.5,27096
"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,16.99,5,22.4,4.7,13319
Sapiens: A Brief History of Humankind,Yuval Noah Harari,28.99,3,42.4,4.6,50059
Sapiens: A Brief History of Humankind,by Yuval Harari (Author),11.2,3,34.4,4.6,50059
"Divergent (Divergent Series, 1)",Veronica Roth,8.46,4,16.8,4.6,29549
A People's History of the United States,Howard Zinn,13.29,3,19.2,4.7,10298
Never Split the Difference: Negotiating As If Your Life Depended On It,Chris VossTahl Raz,17.99,3,16,4.8,21322
"To Kill a Mockingbird, 50th Anniversary Edition",Harper Lee,21.22,5,16.32,4.8,53270
"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain (The Plant Paradox, 1)",by Dr. Steven R Gundry MD (Author),13.9,4,21.6,4.4,12492
A Gentleman in Moscow: A Novel,Amor Towles,9.34,4,16,4.6,37254
Dune (Penguin Galaxy),Frank Herbert,21.49,6,29.76,4.7,43289
A Discovery of Witches (All Souls Series),Deborah Harkness,15.01,3,18.24,4.6,20152
"Shadow of Night (All Souls Trilogy, Bk 2) (All Souls Series)",Deborah Harkness,15.99,3,16.96,4.7,14153
The Book of Life: A Novel (All Souls Series),Deborah Harkness,15.99,2,16.16,4.7,16685
Harry Potter and the Half-Blood Prince (Book 6),J.K. Rowling,51.03,1,16.48,4.9,27632
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,15.47,1,20,4.6,16113
"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",Timothy Ferriss,13.36,1,19.84,4.5,15420
The Night Circus,Erin Morgenstern,12,3,17.6,4.5,16877
Ready Player One,Ernest Cline,18.99,3,21.6,4.7,40904
The Stand,Stephen King,9.75,1,28.8,4.7,22356
The Lost Symbol (Robert Langdon),Dan Brown,10.99,1,16,4.3,12828
His Dark Materials: The Golden Compass / The Subtle Knife / The Amber Spyglass,Philip Pullman,21.99,1,34.4,4.7,11534
The Purpose Driven Life: What on Earth Am I Here For?,Rick Warren,17.99,3,17.12,4.8,10803
"Boundaries Updated and Expanded Edition: When to Say Yes, How to Say No To Take Control of Your Life",Henry Cloud,21.95,1,17.6,4.7,18440
The Jesus Storybook Bible: Every Story Whispers His Name,Sally Lloyd-JonesJago,10.99,10,27.2,4.9,10058
The Beginner's Bible: Timeless Children's Stories,The Beginner's Bible,7.67,1,32.32,4.9,16713
Shantaram: A Novel,Gregory David Roberts,15.29,4,26.4,4.6,10120
Bright Baby Touch & Feel Baby Animals (Bright Baby Touch and Feel),Roger Priddy,4.7,2,19.04,4.8,10049
"First 100 Board Book Box Set (3 books): First 100 Words, Numbers Colors Shapes, and First 100 Animals",Roger Priddy,13.17,4,29.6,4.8,11915
Firefly Lane: A Novel,Kristin Hannah,10.7,4,16.8,4.6,23783
The Nightingale: A Novel,Kristin Hannah,11.15,5,24.8,4.8,80180
Eclipse (Twilight Sagas),Stephenie Meyer,16.99,5,19.2,4.7,10532
The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,29.99,4,38.4,4.0,39695
"Breaking Dawn (The Twilight Saga, Book 4)",Stephenie Meyer,17.03,3,30.4,4.7,14658
"Breaking Dawn (The Twilight Saga, Book 4)",Stephenie Meyer,13.99,6,22.4,4.7,14658
"Troubles in Paradise (Volume 3) (Paradise, 3)",Elin Hilderbrand,14,1,20,4.5,14680
The Step-by-Step Instant Pot Cookbook: 100 Simple Recipes for Spectacular Results -- with Photographs of Every Step,Jeffrey Eisner,10.78,7,25.44,4.7,24744
Twilight,Stephenie Meyer,18.49,5,22.4,4.7,18585
Eclipse (Twilight),Stephenie Meyer,19.79,5,25.6,4.7,10532
Talking to Strangers: What We Should Know about the People We Don't Know,Malcolm Gladwell,11.89,4,16.8,4.5,12835
"Law of Innocence (A Lincoln Lawyer Novel, 6)",Michael Connelly,14.19,1,23.2,4.5,34833
"The Dark Hours (A Renée Ballard and Harry Bosch Novel, 4)",Michael Connelly,14.33,1,21.6,4.7,15576
"Troubled Blood (A Cormoran Strike Novel, 5)",Robert Galbraith,14.5,1,41.6,4.6,42894
"Troubled Blood (A Cormoran Strike Novel, 5)",Robert Galbraith,15.49,1,25.6,4.6,42894
"21st Birthday (Women's Murder Club, 21)",James PattersonMaxine Paetro,17.68,4,20.8,4.6,19581
"The Cruel Prince (The Folk of the Air, 1)",Holly Black,13.54,4,20.8,4.5,13901
"The Queen of Nothing (The Folk of the Air, 3)",Holly Black,12.5,2,17.6,4.7,12296
"Leviathan Wakes (10th Anniversary Edition): 10th Anniversary Edition (The Expanse, 1)",James S. A. Corey,31.99,5,29.76,4.7,11732
The President's Daughter: A Thriller,James PattersonBill Clinton,15,4,30.4,4.6,19611
Circe,Madeline Miller,15.99,1,22.4,4.6,25601
Midnight Sun,Stephenie Meyer,14,5,32.8,4.8,77749
Golden Girl,Elin Hilderbrand,14.5,1,20.16,4.6,19721
"Deadly Cross (Alex Cross, 26)",James Patterson,14.31,2,22.56,4.7,19820
The Anatomy Coloring Book,"by Wynn Kapit (Author), Lawrence M. Elson (Author)",,0,29.92,4.6,10129
Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype,Clarissa Pinkola Estes,17.99,2,18.88,4.7,10746
"Sacred Woman: A Guide to Healing the Feminine Body, Mind, and Spirit",Queen Afua,15.46,4,20.48,4.7,19431
The Lord of the Rings Illustrated Edition,J.R.R. Tolkien,56.49,2,56,4.8,17171
A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,George R. R. Martin,28.62,1,91.2,4.7,36948
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,14.74,1,31.04,4.8,20453
The Shining,Stephen King,10.73,1,17.6,4.8,19461
The Mamba Mentality: How I Play,Kobe Bryant,13.87,5,45.12,4.9,20034
12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,14.99,4,23.2,4.8,43801
"Thinking, Fast and Slow",Daniel Kahneman,21.99,4,27.2,4.6,22138
"Thinking, Fast and Slow",Daniel Kahneman,11.29,2,18.4,4.6,22138
The Book Thief,Markus Zusak,6.99,5,16,4.7,31084
"Dr. Seuss's Beginner Book Collection (Cat in the Hat, One Fish Two Fish, Green Eggs and Ham, Hop on Pop, Fox in Socks)",Dr. Seuss,26.47,1,47.2,4.9,17588
Wonder,R. J. Palacio,,3,16,4.8,32482
The Shining,Stephen King,36.49,1,25.92,4.8,19461
The Stand: The Complete and Uncut Edition,Stephen King,24.12,1,55.52,4.7,22356
Outlander,Diana Gabaldon,15.99,2,32.48,4.7,38182
Dragonfly in Amber (Outlander),Diana Gabaldon,21.49,1,39.2,4.8,18323
The Fiery Cross,Diana Gabaldon,24.99,2,47.52,4.7,13553
Outlander,Diana Gabaldon,14.69,3,24.8,4.7,38182
A Breath of Snow and Ashes (Outlander),Diana Gabaldon,28.69,2,48.8,4.8,13908
"Dragonfly in Amber (Outlander, Book 2)",Diana Gabaldon,13.59,2,25.6,4.8,18323
An Echo in the Bone (Outlander),Diana Gabaldon,27.12,2,40.8,4.8,13786
Written in My Own Heart's Blood (Outlander),Diana Gabaldon,23.16,3,42.24,4.8,23889
"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",Erik Larson,15.25,1,32,4.7,24717
Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,17.49,1,22.4,4.6,17891
The Night Circus,Erin Morgenstern,16.44,2,24.8,4.5,16877
