OPEID,Name,SchoolType,Region,Drate
001481,FLORIDA ATLANTIC UNIVERSITY                                      ,1,04,4.4
001482,FLORIDA COLLEGE                                                  ,2,04,7.9
001484,FLORIDA STATE COLLEGE AT JACKSONVILLE                            ,1,04,9.9
001485,COLLEGE OF THE FLORIDA KEYS (THE)                                ,1,04,15.8
001486,FLORIDA MEMORIAL UNIVERSITY                                      ,2,04,15.5
001487,ECKERD COLLEGE                                                   ,2,04,3.0
001488,FLORIDA SOUTHERN COLLEGE                                         ,2,04,4.3
001489,FLORIDA STATE UNIVERSITY                                         ,1,04,2.8
001490,GULF COAST STATE COLLEGE                                         ,1,04,7.3
001493,INDIAN RIVER STATE COLLEGE                                       ,1,04,11.5
001495,JACKSONVILLE UNIVERSITY                                          ,2,04,6.0
001499,ALTIERUS CAREER COLLEGE                                          ,2,04,17.5
001500,BROWARD COLLEGE                                                  ,1,04,10.4
001501,FLORIDA GATEWAY COLLEGE                                          ,1,04,11.7
001502,LAKE SUMTER STATE COLLEGE                                        ,1,04,14.7
001504,"STATE COLLEGE OF FLORIDA, MANATEE-SARASOTA                       ",1,04,11.9
001505,LYNN UNIVERSITY                                                  ,2,04,3.9
001506,MIAMI DADE COLLEGE                                               ,1,04,8.0
001509,NOVA SOUTHEASTERN UNIVERSITY                                     ,2,04,1.9
001510,NORTHWEST FLORIDA STATE COLLEGE                                  ,1,04,10.7
001512,PALM BEACH STATE COLLEGE                                         ,1,04,10.0
001513,PENSACOLA STATE COLLEGE                                          ,1,04,13.5
001514,POLK STATE COLLEGE                                               ,1,04,10.1
001515,ROLLINS COLLEGE                                                  ,2,04,4.1
001519,SANTA FE COLLEGE                                                 ,1,04,10.4
001520,SEMINOLE STATE COLLEGE OF FLORIDA                                ,1,04,9.0
001521,SOUTHEASTERN UNIVERSITY                                          ,2,04,8.2
001522,SOUTH FLORIDA STATE COLLEGE                                      ,1,04,9.6
001523,SAINT JOHNS RIVER STATE COLLEGE                                  ,1,04,9.6
001526,SAINT LEO UNIVERSITY                                             ,2,04,7.7
001528,ST. PETERSBURG COLLEGE                                           ,1,04,9.3
001531,STETSON UNIVERSITY                                               ,2,04,3.3
001533,TALLAHASSEE COMMUNITY COLLEGE                                    ,1,04,12.0
001535,UNIVERSITY OF FLORIDA                                            ,1,04,1.7
001536,UNIVERSITY OF MIAMI                                              ,2,04,1.9
001537,UNIVERSITY OF SOUTH FLORIDA                                      ,1,04,3.3
001538,UNIVERSITY OF TAMPA (THE)                                        ,2,04,3.4
001540,WEBBER INTERNATIONAL UNIVERSITY                                  ,2,04,13.1
001541,ABRAHAM BALDWIN AGRICULTURAL COLLEGE                             ,1,04,12.4
001542,AGNES SCOTT COLLEGE                                              ,2,04,3.6
001544,ALBANY STATE UNIVERSITY                                          ,1,04,8.8
001545,ANDREW COLLEGE                                                   ,2,04,19.0
001547,POINT UNIVERSITY                                                 ,2,04,14.0
001554,BERRY COLLEGE                                                    ,2,04,2.1
001555,THOMAS UNIVERSITY                                                ,2,04,8.0
001556,BRENAU UNIVERSITY                                                ,2,04,6.1
001557,BREWTON PARKER COLLEGE                                           ,2,04,20.4
001558,COLLEGE OF COASTAL GEORGIA                                       ,1,04,5.2
001559,CLARK ATLANTA UNIVERSITY                                         ,2,04,9.9
001560,COLUMBIA THEOLOGICAL SEMINARY                                    ,2,04,6.5
001561,COLUMBUS STATE UNIVERSITY                                        ,1,04,6.0
001563,EMMANUEL COLLEGE                                                 ,2,04,8.2
001564,EMORY UNIVERSITY                                                 ,2,04,1.4
001566,FORT VALLEY STATE UNIVERSITY                                     ,1,04,12.7
001568,INTERDENOMINATIONAL THEOLOGICAL CENTER                           ,2,04,7.9
001569,GEORGIA INSTITUTE OF TECHNOLOGY                                  ,1,04,0.9
001571,GEORGIA MILITARY COLLEGE                                         ,1,04,13.5
001572,GEORGIA SOUTHERN UNIVERSITY                                      ,1,04,5.3
001573,GEORGIA SOUTHWESTERN STATE UNIVERSITY                            ,1,04,4.7
001574,GEORGIA STATE UNIVERSITY                                         ,1,04,5.9
001575,GORDON STATE COLLEGE                                             ,1,04,12.6
001577,KENNESAW STATE UNIVERSITY                                        ,1,04,4.8
001578,LAGRANGE COLLEGE                                                 ,2,04,6.3
001579,AUGUSTA UNIVERSITY                                               ,1,04,3.5
001580,MERCER UNIVERSITY                                                ,2,04,3.5
001581,MIDDLE GEORGIA STATE UNIVERSITY                                  ,1,04,10.4
001582,MOREHOUSE COLLEGE                                                ,2,04,8.3
001585,UNIVERSITY OF NORTH GEORGIA                                      ,1,04,5.8
001586,OGLETHORPE UNIVERSITY                                            ,2,04,5.4
001587,PAINE COLLEGE                                                    ,2,04,24.0
001588,PIEDMONT UNIVERSITY                                              ,2,04,3.8
001589,REINHARDT UNIVERSITY                                             ,2,04,10.4
001590,SAVANNAH STATE UNIVERSITY                                        ,1,04,16.5
001591,SHORTER UNIVERSITY                                               ,2,04,9.7
001592,SOUTH GEORGIA STATE COLLEGE                                      ,1,04,12.6
001594,SPELMAN COLLEGE                                                  ,2,04,3.5
001596,TOCCOA FALLS COLLEGE                                             ,2,04,6.0
001597,TRUETT MCCONNELL UNIVERSITY                                      ,2,04,9.1
001598,UNIVERSITY OF GEORGIA                                            ,1,04,1.9
001599,VALDOSTA STATE UNIVERSITY                                        ,1,04,7.4
001600,WESLEYAN COLLEGE                                                 ,2,04,3.6
001601,UNIVERSITY OF WEST GEORGIA                                       ,1,04,7.4
001602,GEORGIA COLLEGE & STATE UNIVERSITY                               ,1,04,3.4
001604,YOUNG HARRIS COLLEGE                                             ,2,04,3.5
001605,CHAMINADE UNIVERSITY OF HONOLULU                                 ,2,09,3.8
001606,BRIGHAM YOUNG UNIVERSITY - HAWAII                                ,2,09,2.7
001610,UNIVERSITY OF HAWAII AT MANOA                                    ,1,09,3.5
001611,UNIVERSITY OF HAWAII AT HILO                                     ,1,09,8.3
001612,HONOLULU COMMUNITY COLLEGE                                       ,1,09,14.2
001613,KAPIOLANI COMMUNITY COLLEGE                                      ,1,09,7.2
001614,KAUAI COMMUNITY COLLEGE                                          ,1,09,9.8
001615,UNIVERSITY OF HAWAII MAUI COLLEGE                                ,1,09,12.1
001616,BOISE STATE UNIVERSITY                                           ,1,10,4.3
001617,COLLEGE OF IDAHO (THE)                                           ,2,10,3.7
001619,COLLEGE OF SOUTHERN IDAHO                                        ,1,10,10.1
001620,IDAHO STATE UNIVERSITY                                           ,1,10,5.5
001621,LEWIS-CLARK STATE COLLEGE                                        ,1,10,9.2
001623,NORTH IDAHO COLLEGE                                              ,1,10,8.8
001624,NORTHWEST NAZARENE UNIVERSITY                                    ,2,10,2.1
001625,BRIGHAM YOUNG UNIVERSITY - IDAHO                                 ,2,10,3.1
001626,UNIVERSITY OF IDAHO                                              ,1,10,4.1
001628,AMERICAN ACADEMY OF ART COLLEGE                                  ,3,05,5.7
001632,AQUINAS INSTITUTE OF THEOLOGY                                    ,2,07,7.1
001633,AUGUSTANA COLLEGE                                                ,2,05,3.5
001634,AURORA UNIVERSITY                                                ,2,05,4.2
