OPEID,Name,SchoolType,R,Drate
11617,CENTER FOR ALLIED HEALTH EDUCATION                               ,Proprietary,NY,3.8
11830,BERK TRADE & BUSINESS SCHOOL                                     ,Proprietary,NY,10.5
11921,WESTCHESTER SCHOOL OF BEAUTY CULTURE                             ,Proprietary,NY,10.5
12090,ROBERT FIANCE BEAUTY SCHOOLS                                     ,Proprietary,NY,7.1
12358,PLAZA COLLEGE                                                    ,Proprietary,NY,1.3
12364,ST. PAUL'S SCHOOL OF NURSING                                     ,Proprietary,NY,3.6
12461,LINCOLN TECHNICAL INSTITUTE                                      ,Proprietary,NY,6.6
12462,EASTWICK COLLEGE - HACKENSACK CAMPUS.                            ,Proprietary,NY,3.7
12561,FIVE TOWNS COLLEGE                                               ,Proprietary,NY,13.3
20537,EASTWICK COLLEGE                                                 ,Proprietary,NY,1.9
20564,CAPRI COSMETOLOGY LEARNING CENTER                                ,Proprietary,NY,9
20923,EASTWICK COLLEGE - NUTLEY CAMPUS                                 ,Proprietary,NY,4.1
20937,LONG ISLAND BUSINESS INSTITUTE                                   ,Proprietary,NY,12.1
21037,CAPRI INSTITUTE OF HAIR DESIGN                                   ,Proprietary,NY,3.6
21059,BRITTANY BEAUTY ACADEMY                                          ,Proprietary,NY,13.7
21316,PENNCO TECH                                                      ,Proprietary,NY,11.6
21323,FORTIS INSTITUTE                                                 ,Proprietary,NY,16.8
21468,JOE KUBERT SCHOOL OF CARTOON & GRAPHIC ART (THE)                 ,Proprietary,NY,13.2
21700,SWEDISH INSTITUTE                                                ,Proprietary,NY,11.2
21732,EMPIRE BEAUTY SCHOOL                                             ,Proprietary,NY,13.4
21822,NEW SCHOOL CENTER FOR MEDIA                                      ,Proprietary,NY,6.4
21836,CAPRI INSTITUTE OF HAIR DESIGN                                   ,Proprietary,NY,8.6
21891,CEM COLLEGE                                                      ,Proprietary,NY,4.6
21958,LICEO DE ARTE Y TECNOLOGíA                                       ,Proprietary,NY,22.3
22060,HUNTER BUSINESS SCHOOL                                           ,Proprietary,NY,4.2
22195,MILDRED ELLEY                                                    ,Proprietary,NY,10.7
22237,ROBERT FIANCE BEAUTY SCHOOLS                                     ,Proprietary,NY,7
22346,ATLANTIC BEAUTY & SPA ACADEMY                                    ,Proprietary,NY,8
22606,NUC UNIVERSITY                                                   ,Proprietary,NY,19.4
22608,HUERTAS COLLEGE                                                  ,Proprietary,NY,8.7
22655,CAPRI INSTITUTE OF HAIR DESIGN                                   ,Proprietary,NY,9
22759,MODERN WELDING SCHOOL                                            ,Proprietary,NY,0.9
22878,NATIONAL TRACTOR TRAILER SCHOOL                                  ,Proprietary,NY,9.8
22977,AUTOMECA TECHNICAL COLLEGE                                       ,Proprietary,NY,15.1
23142,EMPIRE BEAUTY SCHOOL                                             ,Proprietary,NY,8.8
24824,PONCE HEALTH SCIENCES UNIVERSITY                                 ,Proprietary,NY,1.3
25115,"JOFFREY BALLET SCHOOL, AMERICAN BALLET CENTER                    ",Proprietary,NY,22.5
25259,ARTISTIC ACADEMY OF HAIR DESIGN (THE)                            ,Proprietary,NY,10
25282,ROBERT FIANCE BEAUTY SCHOOLS                                     ,Proprietary,NY,11.2
25704,EDUCATIONAL TECHNICAL COLLEGE (EDUTEC)                           ,Proprietary,NY,40
25876,ORLO SCHOOL OF HAIR DESIGN AND COSMETOLOGY (THE)                 ,Proprietary,NY,17.1
26166,SHEAR EGO INTERNATIONAL SCHOOL OF HAIR DESIGN                    ,Proprietary,NY,6.4
30255,MECH TECH COLLEGE                                                ,Proprietary,NY,0.7
30955,ASA COLLEGE                                                      ,Proprietary,NY,14.4
31207,NEW YORK CONSERVATORY FOR DRAMATIC ARTS (THE)                    ,Proprietary,NY,13.8
31226,EASTERN INTERNATIONAL COLLEGE                                    ,Proprietary,NY,1.5
31693,STUDIO JEWELERS                                                  ,Proprietary,NY,16
32033,NEW YORK INSTITUTE OF MASSAGE                                    ,Proprietary,NY,8
33243,CENTRAL CAREER SCHOOL                                            ,Proprietary,NY,13.6
33363,CENTURY COLLEGE                                                  ,Proprietary,NY,50
33583,ALLEN SCHOOL                                                     ,Proprietary,NY,13.7
34335,LIA SCHORR INSTITUTE OF COSMETIC SKIN CARE TRAINING (THE)        ,Proprietary,NY,7.1
35363,INSTITUTE FOR THERAPEUTIC MASSAGE                                ,Proprietary,NY,18
35373,NEW YORK AUTOMOTIVE & DIESEL INSTITUTE                           ,Proprietary,NY,16.4
35683,LEON STUDIO ONE SCHOOL OF BEAUTY KNOWLEDGE                       ,Proprietary,NY,21
36506,PC AGE                                                           ,Proprietary,NY,6.6
37513,ESCUELA HOTELERA DE SAN JUAN                                     ,Proprietary,NY,3.4
38033,HEALTHCARE TRAINING INSTITUTE                                    ,Proprietary,NY,5.2
38113,EASTERN SCHOOL OF ACUPUNCTURE AND TRADITIONAL MEDICINE           ,Proprietary,NY,2.2
38393,AVEDA ARTS & SCIENCES INSTITUTE NEW YORK                         ,Proprietary,NY,9.8
40433,ACE INSTITUTE OF TECHNOLOGY                                      ,Proprietary,NY,8
41023,NEW AGE TRAINING                                                 ,Proprietary,NY,11.1
41312,TOTAL IMAGE BEAUTY ACADEMY                                       ,Proprietary,NY,6.9
41337,NEW YORK MEDICAL CAREER TRAINING CENTER                          ,Proprietary,NY,8
41340,"JOHN PAOLO'S XTREME BEAUTY INSTITUTE, GOLDWELL PRODUCTS ARTISTRY ",Proprietary,NY,16.6
41341,JERSEY COLLEGE                                                   ,Proprietary,NY,2.2
41364,AMERICAN INSTITUTE OF MEDICAL SCIENCES & EDUCATION               ,Proprietary,NY,1.6
41443,INSTITUTE OF CULINARY EDUCATION                                  ,Proprietary,NY,7
41512,SALON PROFESSIONAL ACADEMY (THE)                                 ,Proprietary,NY,12.3
41549,NATIONAL CAREER INSTITUTE                                        ,Proprietary,NY,24.5
41553,ONONDAGA SCHOOL OF THERAPEUTIC MASSAGE                           ,Proprietary,NY,3.1
41560,ACADEMY OF COSMETOLOGY & ESTHETICS NYC (THE)                     ,Proprietary,NY,17.8
41787,ATELIER ESTHETIQUE INSTITUTE OF ESTHETICS                        ,Proprietary,NY,15.2
41798,SOTHEBY'S INSTITUTE OF ART - NY                                  ,Proprietary,NY,2.9
41802,LONG ISLAND NAIL SKIN & HAIR INSTITUTE                           ,Proprietary,NY,7.9
41814,BEST CARE COLLEGE                                                ,Proprietary,NY,2.8
41845,CHRISTINE VALMY INTERNATIONAL SCHOOL OF ESTHETICS & COSMETOLOGY  ,Proprietary,NY,5.1
41887,ASI CAREER INSTITUTE                                             ,Proprietary,NY,13.4
41890,BARBER & BEAUTY INSTITUTE OF NEW YORK                            ,Proprietary,NY,21.1
41905,NEW YORK SCHOOL OF ESTHETICS & DAY SPA                           ,Proprietary,NY,7.3
42043,"AESTHETIC SCIENCE INSTITUTE, (THE)                               ",Proprietary,NY,7.6
42062,DIGITAL FILM ACADEMY                                             ,Proprietary,NY,6.1
42075,MEDICAL CAREER INSTITUTE                                         ,Proprietary,NY,6.7
42107,NEW YORK INSTITUTE OF BEAUTY                                     ,Proprietary,NY,2.1
42134,ACCESS CAREERS                                                   ,Proprietary,NY,13.3
42135,SHARP EDGEZ BARBER INSTITUTE                                     ,Proprietary,NY,15
42160,UNIVERSAL TRAINING INSTITUTE                                     ,Proprietary,NY,1
42165,CENTER FOR THE HEALING ARTS                                      ,Proprietary,NY,14.2
42182,PAUL MITCHELL THE SCHOOL - JERSEY SHORE                          ,Proprietary,NY,14.7
42185,INNOVATE SALON ACADEMY                                           ,Proprietary,NY,6.1
42231,ARROJO COSMETOLOGY SCHOOL                                        ,Proprietary,NY,6.5
42232,GRACE INTERNATIONAL BEAUTY SCHOOL                                ,Proprietary,NY,4.6
42233,ALLIANCE COMPUTING SOLUTIONS                                     ,Proprietary,NY,22.2
42238,ELECTRICAL AND HVAC/R TRAINING CENTER                            ,Proprietary,NY,5
42255,WESTCHESTER SCHOOL FOR DENTAL ASSISTANTS                         ,Proprietary,NY,11.2
42283,PAUL MITCHELL THE SCHOOL SCHENECTADY                             ,Proprietary,NY,13.3
42337,"CHRISTINE VALMY INTERNATIONAL SCHOOL FORESTHETICS, SKIN CARE & MA",Proprietary,NY,7.7
42342,CENTER FOR ULTRASOUND RESEARCH & EDUCATION                       ,Proprietary,NY,0
42343,CULINARY TECH CENTER                                             ,Proprietary,NY,23.2
42349,AMG SCHOOL OF LICENSE PRACTICAL NURSING                          ,Proprietary,NY,13.6
42433,GARDEN STATE SCIENCE AND TECHNOLOGY INSTITUTE                    ,Proprietary,NY,21.9
42502,FOCUS PERSONAL TRAINING INSTITUTE                                ,Proprietary,NY,19.1
42578,MOBILE TECHNICAL TRAINING                                        ,Proprietary,NY,16.6
1428,DELAWARE STATE UNIVERSITY                                        ,Public,Philadelphia,11.2
1431,UNIVERSITY OF DELAWARE                                           ,Public,Philadelphia,2.1
1441,UNIVERSITY OF THE DISTRICT OF COLUMBIA                           ,Public,Philadelphia,11.2
2057,ALLEGANY COLLEGE OF MARYLAND                                     ,Public,Philadelphia,13.8
2058,ANNE ARUNDEL COMMUNITY COLLEGE                                   ,Public,Philadelphia,7.3
2062,BOWIE STATE UNIVERSITY                                           ,Public,Philadelphia,11.1
2063,COMMUNITY COLLEGE OF BALTIMORE COUNTY                            ,Public,Philadelphia,12.7
2064,COLLEGE OF SOUTHERN MARYLAND                                     ,Public,Philadelphia,5.4
2068,COPPIN STATE UNIVERSITY                                          ,Public,Philadelphia,11.5
2071,FREDERICK COMMUNITY COLLEGE                                      ,Public,Philadelphia,5.7
2072,FROSTBURG STATE UNIVERSITY                                       ,Public,Philadelphia,6.5
2074,HAGERSTOWN COMMUNITY COLLEGE                                     ,Public,Philadelphia,10.1
2075,HARFORD COMMUNITY COLLEGE                                        ,Public,Philadelphia,8.8
2083,MORGAN STATE UNIVERSITY                                          ,Public,Philadelphia,12.2
2089,PRINCE GEORGE'S COMMUNITY COLLEGE                                ,Public,Philadelphia,9.7
2091,SALISBURY UNIVERSITY                                             ,Public,Philadelphia,3.6
2095,SAINT MARY'S COLLEGE OF MARYLAND                                 ,Public,Philadelphia,1.8
2099,TOWSON UNIVERSITY                                                ,Public,Philadelphia,2.7
2102,UNIVERSITY OF BALTIMORE                                          ,Public,Philadelphia,5.7
2103,"UNIVERSITY OF MARYLAND, COLLEGE PARK                             ",Public,Philadelphia,1.8
2104,"UNIVERSITY OF MARYLAND, BALTIMORE                                ",Public,Philadelphia,0.8
2105,UNIVERSITY OF MARYLAND - BALTIMORE COUNTY                        ,Public,Philadelphia,3.1
2106,UNIVERSITY OF MARYLAND - EASTERN SHORE                           ,Public,Philadelphia,9.9
3231,COMMUNITY COLLEGE OF ALLEGHENY COUNTY                            ,Public,Philadelphia,11.1
3239,BUCKS COUNTY COMMUNITY COLLEGE                                   ,Public,Philadelphia,5.1
3240,BUTLER COUNTY COMMUNITY COLLEGE                                  ,Public,Philadelphia,4.4
3249,COMMUNITY COLLEGE OF PHILADELPHIA                                ,Public,Philadelphia,14.2
3273,HARRISBURG AREA COMMUNITY COLLEGE                                ,Public,Philadelphia,12.2
3277,INDIANA UNIVERSITY OF PENNSYLVANIA                               ,Public,Philadelphia,7
3290,LINCOLN UNIVERSITY                                               ,Public,Philadelphia,11.2
3315,BLOOMSBURG UNIVERSITY OF PENNSYLVANIA                            ,Public,Philadelphia,5.6
3316,CALIFORNIA UNIVERSITY OF PENNSYLVANIA                            ,Public,Philadelphia,5.9
3317,CHEYNEY UNIVERSITY OF PENNSYLVANIA                               ,Public,Philadelphia,11.3
3318,CLARION UNIVERSITY OF PENNSYLVANIA                               ,Public,Philadelphia,6.6
3320,EAST STROUDSBURG UNIVERSITY OF PENNSYLVANIA                      ,Public,Philadelphia,7.9
3321,EDINBORO UNIVERSITY OF PENNSYLVANIA                              ,Public,Philadelphia,5.7
3322,KUTZTOWN UNIVERSITY OF PENNSYLVANIA                              ,Public,Philadelphia,6.3
3323,LOCK HAVEN UNIVERSITY OF PENNSYLVANIA                            ,Public,Philadelphia,7.6
3324,MANSFIELD UNIVERSITY OF PENNSYLVANIA                             ,Public,Philadelphia,8.3
3325,MILLERSVILLE UNIVERSITY OF PENNSYLVANIA                          ,Public,Philadelphia,4.3
3326,SHIPPENSBURG UNIVERSITY OF PENNSYLVANIA                          ,Public,Philadelphia,4.8
3327,SLIPPERY ROCK UNIVERSITY                                         ,Public,Philadelphia,4.6
3328,WEST CHESTER UNIVERSITY OF PENNSYLVANIA                          ,Public,Philadelphia,3.4
3329,PENNSYLVANIA STATE UNIVERSITY (THE)                              ,Public,Philadelphia,4
3371,TEMPLE UNIVERSITY                                                ,Public,Philadelphia,3.5
3379,UNIVERSITY OF PITTSBURGH                                         ,Public,Philadelphia,2.9
3395,PENNSYLVANIA COLLEGE OF TECHNOLOGY                               ,Public,Philadelphia,7.1
3705,COLLEGE OF WILLIAM & MARY                                        ,Public,Philadelphia,0.7
3706,CHRISTOPHER NEWPORT UNIVERSITY                                   ,Public,Philadelphia,0.9
3707,RICHARD BLAND COLLEGE                                            ,Public,Philadelphia,15.4
3712,TIDEWATER COMMUNITY COLLEGE                                      ,Public,Philadelphia,14.1
3719,LONGWOOD UNIVERSITY                                              ,Public,Philadelphia,3.2
3721,JAMES MADISON UNIVERSITY                                         ,Public,Philadelphia,2
3727,NORTHERN VIRGINIA COMMUNITY COLLEGE                              ,Public,Philadelphia,8.4
3728,OLD DOMINION UNIVERSITY                                          ,Public,Philadelphia,5.9
3732,RADFORD UNIVERSITY                                               ,Public,Philadelphia,5.3
3735,VIRGINIA COMMONWEALTH UNIVERSITY                                 ,Public,Philadelphia,2.6
3745,UNIVERSITY OF VIRGINIA                                           ,Public,Philadelphia,0.7
3746,UNIVERSITY OF MARY WASHINGTON                                    ,Public,Philadelphia,2.7
3747,UNIVERSITY OF VIRGINIA'S COLLEGE AT WISE (THE)                   ,Public,Philadelphia,9.1
3749,GEORGE MASON UNIVERSITY                                          ,Public,Philadelphia,2.5
3753,VIRGINIA MILITARY INSTITUTE                                      ,Public,Philadelphia,1.6
3754,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY                ,Public,Philadelphia,1.2
3758,DANVILLE COMMUNITY COLLEGE                                       ,Public,Philadelphia,12
3759,J SARGEANT REYNOLDS COMMUNITY COLLEGE                            ,Public,Philadelphia,10.9
3760,VIRGINIA WESTERN COMMUNITY COLLEGE                               ,Public,Philadelphia,10.5
3761,WYTHEVILLE COMMUNITY COLLEGE                                     ,Public,Philadelphia,10.7
3764,VIRGINIA STATE UNIVERSITY                                        ,Public,Philadelphia,13
3765,NORFOLK STATE UNIVERSITY                                         ,Public,Philadelphia,11.5
3809,BLUEFIELD STATE COLLEGE                                          ,Public,Philadelphia,11.4
3810,CONCORD UNIVERSITY                                               ,Public,Philadelphia,11.3
3812,FAIRMONT STATE UNIVERSITY                                        ,Public,Philadelphia,9.9
3813,GLENVILLE STATE COLLEGE                                          ,Public,Philadelphia,19.1
3815,MARSHALL UNIVERSITY                                              ,Public,Philadelphia,7.8
3816,SOUTHERN WEST VIRGINIA COMMUNITY AND TECHNICAL COLLEGE           ,Public,Philadelphia,26.8
3822,SHEPHERD UNIVERSITY                                              ,Public,Philadelphia,6.7
3823,WEST LIBERTY UNIVERSITY                                          ,Public,Philadelphia,6.1
3826,WEST VIRGINIA STATE UNIVERSITY                                   ,Public,Philadelphia,12.8
3827,WEST VIRGINIA UNIVERSITY                                         ,Public,Philadelphia,6.5
3828,WEST VIRGINIA UNIVERSITY - PARKERSBURG                           ,Public,Philadelphia,13.1
4004,JOHN TYLER COMMUNITY COLLEGE                                     ,Public,Philadelphia,8.8
4452,MONTGOMERY COUNTY COMMUNITY COLLEGE                              ,Public,Philadelphia,10.7
4988,CENTRAL VIRGINIA COMMUNITY COLLEGE                               ,Public,Philadelphia,14.2
4996,DABNEY S LANCASTER COMMUNITY COLLEGE                             ,Public,Philadelphia,15.1
5223,NEW RIVER COMMUNITY COLLEGE                                      ,Public,Philadelphia,12
5330,FAYETTE COUNTY CAREER & TECHNICAL INSTITUTE                      ,Public,Philadelphia,13.7
5335,CENTRAL PENNSYLVANIA INSTITUTE OF SCIENCE AND TECHNOLOGY         ,Public,Philadelphia,10.7
5365,YORK COUNTY SCHOOL OF TECHNOLOGY                                 ,Public,Philadelphia,14.7
6807,COMMUNITY COLLEGE OF BEAVER COUNTY                               ,Public,Philadelphia,13.3
6810,LEHIGH CARBON COMMUNITY COLLEGE                                  ,Public,Philadelphia,9.6
6811,LUZERNE COUNTY COMMUNITY COLLEGE                                 ,Public,Philadelphia,11.5
6819,BLUE RIDGE COMMUNITY COLLEGE                                     ,Public,Philadelphia,8.5
6871,THOMAS NELSON COMMUNITY COLLEGE                                  ,Public,Philadelphia,10.4
6911,MONTGOMERY COLLEGE                                               ,Public,Philadelphia,8.2
7110,DELAWARE COUNTY COMMUNITY COLLEGE                                ,Public,Philadelphia,9.9
7191,NORTHAMPTON COUNTY AREA COMMUNITY COLLEGE                        ,Public,Philadelphia,14.2
7529,CHESTER COUNTY INTERMEDIATE UNIT PRACTICAL NURSING PROGRAM       ,Public,Philadelphia,7.5
7912,THADDEUS STEVENS COLLEGE OF TECHNOLOGY                           ,Public,Philadelphia,10.4
7916,FRANKLIN COUNTY CAREER AND TECHNOLOGY CENTER                     ,Public,Philadelphia,0
8175,HOWARD COMMUNITY COLLEGE                                         ,Public,Philadelphia,8.5
8308,CECIL COLLEGE                                                    ,Public,Philadelphia,14.2
8653,JEFFERSON COUNTY DUBOIS AREA VOCATIONAL TECHL SCHOOL PRACTICAL NU,Public,Philadelphia,14.5
8659,LORD FAIRFAX COMMUNITY COLLEGE                                   ,Public,Philadelphia,11.5
8660,GERMANNA COMMUNITY COLLEGE                                       ,Public,Philadelphia,8.9
9054,WEST VIRGINIA NORTHERN COMMUNITY COLLEGE                         ,Public,Philadelphia,17.8
9159,PAUL D. CAMP COMMUNITY COLLEGE                                   ,Public,Philadelphia,16.9
9928,PIEDMONT VIRGINIA COMMUNITY COLLEGE                              ,Public,Philadelphia,10.5
10006,GREATER JOHNSTOWN AREA VOCATIONAL TECHNICAL SCHOOL               ,Public,Philadelphia,9
10014,GARRETT COLLEGE                                                  ,Public,Philadelphia,17.8
10055,CRAWFORD COUNTY CAREER & TECHNICAL CENTER                        ,Public,Philadelphia,7.8
10176,WESTMORELAND COUNTY COMMUNITY COLLEGE                            ,Public,Philadelphia,11
10338,EASTERN VIRGINIA MEDICAL SCHOOL                                  ,Public,Philadelphia,0.5
10388,READING AREA COMMUNITY COLLEGE                                   ,Public,Philadelphia,12.4
10860,GREATER ALTOONA CAREER & TECHNOLOGY CENTER                       ,Public,Philadelphia,9.5
10963,GREENE COUNTY CAREER & TECHNOLOGY CENTER                         ,Public,Philadelphia,15.7
11245,WEST VIRGINIA SCHOOL OF OSTEOPATHIC MEDICINE                     ,Public,Philadelphia,0.5
11644,UNIVERSITY OF MARYLAND GLOBAL CAMPUS                             ,Public,Philadelphia,4.4
11727,DELAWARE TECHNICAL COMMUNITY COLLEGE                             ,Public,Philadelphia,9.1
20739,WOR-WIC COMMUNITY COLLEGE                                        ,Public,Philadelphia,11
21515,CENTRAL SUSQUEHANNA LPN CAREER CENTER                            ,Public,Philadelphia,5.2
21583,MIFFLIN COUNTY ACADEMY OF SCIENCE AND TECHNOLOGY                 ,Public,Philadelphia,2.9
21696,CLEARFIELD COUNTY CAREER AND TECHNOLOGY CENTER                   ,Public,Philadelphia,12.2
22424,HENRICO COUNTY-SAINT MARY'S HOSPITAL SCHOOL OF PRACTICAL NURSING ,Public,Philadelphia,3.2
22512,SCHUYLKILL TECHNOLOGY CENTERS                                    ,Public,Philadelphia,3.7
22825,LENAPE TECHNICAL SCHOOL                                          ,Public,Philadelphia,5
23062,VENANGO COUNTY AREA VOCATIONAL TECHNICAL SCHOOL                  ,Public,Philadelphia,13.3
23108,LANCASTER COUNTY CAREER AND TECHNOLOGY CENTER                    ,Public,Philadelphia,8.2
23303,LEBANON COUNTY CAREER AND TECHNOLOGY CENTER                      ,Public,Philadelphia,7.3
23501,WESTERN AREA CAREER & TECHNOLOGY CENTER                          ,Public,Philadelphia,6.7
23502,INDIANA COUNTY TECHNOLOGY CENTER                                 ,Public,Philadelphia,4.4
23531,NORTHERN TIER CAREER CENTER                                      ,Public,Philadelphia,9.3
23623,MERCER COUNTY CAREER CENTER                                      ,Public,Philadelphia,10.5
24926,EASTERN CENTER FOR ARTS AND TECHNOLOGY-PRACTICAL NURSING         ,Public,Philadelphia,0
25298,WILKES BARRE AREA CAREER AND TECHNICAL CENTER PRACTICAL NURSING P,Public,Philadelphia,10.6
25545,HAZLETON AREA CAREER CENTER                                      ,Public,Philadelphia,4
30986,CAREER TECHNOLOGY CENTER OF LACKAWANNA COUNTY                    ,Public,Philadelphia,8.9
31007,CARROLL COMMUNITY COLLEGE                                        ,Public,Philadelphia,9.9
31284,DELAWARE COUNTY TECHNICAL SCHOOL                                 ,Public,Philadelphia,6.8
31804,PENNSYLVANIA HIGHLANDS COMMUNITY COLLEGE                         ,Public,Philadelphia,8.7
35353,HUNTINGDON COUNTY CAREER AND TECHNOLOGY CENTER                   ,Public,Philadelphia,2.4
35614,SUSQUEHANNA COUNTY CAREER & TECHNOLOGY CENTER                    ,Public,Philadelphia,14.9
37343,JOHN D. ROCKEFELLER IV CAREER CENTER                             ,Public,Philadelphia,10.7
38763,CULPEPER COSMETOLOGY TRAINING CENTER                             ,Public,Philadelphia,12.5
39573,BLUE RIDGE COMMUNITY AND TECHNICAL COLLEGE                       ,Public,Philadelphia,10.7
39603,NEW RIVER COMMUNITY AND TECHNICAL COLLEGE                        ,Public,Philadelphia,14.4
40385,PIERPONT COMMUNITY & TECHNICAL COLLEGE                           ,Public,Philadelphia,17.1
40386,BRIDGEVALLEY COMMUNITY AND TECHNICAL COLLEGE                     ,Public,Philadelphia,13.1
40413,BERKS CAREER & TECHNOLOGY CENTER                                 ,Public,Philadelphia,13.2
40414,MOUNTWEST COMMUNITY AND TECHNICAL COLLEGE                        ,Public,Philadelphia,17.7
41190,EASTERN WEST VIRGINIA COMMUNITY & TECHNICAL COLLEGE              ,Public,Philadelphia,15.6
41498,SOMERSET COUNTY TECHNOLOGY CENTER                                ,Public,Philadelphia,7.3
1429,GOLDEY-BEACOM COLLEGE                                            ,Private,Philadelphia,9.3
1433,WESLEY COLLEGE                                                   ,Private,Philadelphia,14.4
1434,AMERICAN UNIVERSITY (THE)                                        ,Private,Philadelphia,1.7
1436,CAPITOL TECHNOLOGY UNIVERSITY                                    ,Private,Philadelphia,3.7
1437,CATHOLIC UNIVERSITY OF AMERICA (THE)                             ,Private,Philadelphia,2.4
1443,GALLAUDET UNIVERSITY                                             ,Private,Philadelphia,8.4
1444,GEORGE WASHINGTON UNIVERSITY                                     ,Private,Philadelphia,1.3
1445,GEORGETOWN UNIVERSITY                                            ,Private,Philadelphia,0.7
1448,HOWARD UNIVERSITY                                                ,Private,Philadelphia,6
1460,TRINITY WASHINGTON UNIVERSITY                                    ,Private,Philadelphia,8.7
1464,WESLEY THEOLOGICAL SEMINARY                                      ,Private,Philadelphia,7.9
2065,NOTRE DAME OF MARYLAND UNIVERSITY                                ,Private,Philadelphia,3.4
2067,WASHINGTON ADVENTIST UNIVERSITY                                  ,Private,Philadelphia,7.9
2073,GOUCHER COLLEGE                                                  ,Private,Philadelphia,4.6
2076,HOOD COLLEGE                                                     ,Private,Philadelphia,2.7
2077,JOHNS HOPKINS UNIVERSITY                                         ,Private,Philadelphia,1.3
2078,LOYOLA UNIVERSITY MARYLAND                                       ,Private,Philadelphia,1.9
2080,MARYLAND INSTITUTE COLLEGE OF ART                                ,Private,Philadelphia,4.1
2086,MOUNT SAINT MARY'S UNIVERSITY                                    ,Private,Philadelphia,5
2092,ST. JOHN'S COLLEGE                                               ,Private,Philadelphia,0.9
2107,STEVENSON UNIVERSITY                                             ,Private,Philadelphia,4.4
2108,WASHINGTON COLLEGE                                               ,Private,Philadelphia,2.3
2109,MCDANIEL COLLEGE                                                 ,Private,Philadelphia,2.5
2670,CLARKS SUMMIT UNIVERSITY                                         ,Private,Philadelphia,8.5
3228,BRYN ATHYN COLLEGE OF THE NEW CHURCH                             ,Private,Philadelphia,5.8
3229,ALBRIGHT COLLEGE                                                 ,Private,Philadelphia,5.1
3230,ALLEGHENY COLLEGE                                                ,Private,Philadelphia,2.6
3233,ALVERNIA UNIVERSITY                                              ,Private,Philadelphia,5.6
3235,ARCADIA UNIVERSITY                                               ,Private,Philadelphia,3
3237,BRYN MAWR COLLEGE                                                ,Private,Philadelphia,1
3238,BUCKNELL UNIVERSITY                                              ,Private,Philadelphia,0.8
3241,CABRINI UNIVERSITY                                               ,Private,Philadelphia,7.8
3242,CARNEGIE MELLON UNIVERSITY                                       ,Private,Philadelphia,0.7
3243,CEDAR CREST COLLEGE                                              ,Private,Philadelphia,2.3
3244,CHATHAM UNIVERSITY                                               ,Private,Philadelphia,3.4
3245,CHESTNUT HILL COLLEGE                                            ,Private,Philadelphia,7.5
3247,MISERICORDIA  UNIVERSITY                                         ,Private,Philadelphia,3.3
3251,CURTIS INSTITUTE OF MUSIC                                        ,Private,Philadelphia,7.8
3252,DELAWARE VALLEY UNIVERSITY                                       ,Private,Philadelphia,6
3253,DICKINSON COLLEGE                                                ,Private,Philadelphia,1.9
3256,DREXEL UNIVERSITY                                                ,Private,Philadelphia,1.9
3258,DUQUESNE UNIVERSITY OF THE HOLY SPIRIT                           ,Private,Philadelphia,2.3
3259,EASTERN UNIVERSITY                                               ,Private,Philadelphia,5.5
3262,ELIZABETHTOWN COLLEGE                                            ,Private,Philadelphia,2.6
3263,EVANGELICAL THEOLOGICAL SEMINARY                                 ,Private,Philadelphia,3.4
3265,FRANKLIN & MARSHALL COLLEGE                                      ,Private,Philadelphia,1.8
3266,GANNON UNIVERSITY                                                ,Private,Philadelphia,3.1
3267,GENEVA COLLEGE                                                   ,Private,Philadelphia,3.8
3268,GETTYSBURG COLLEGE                                               ,Private,Philadelphia,1.1
3270,GWYNEDD MERCY UNIVERSITY                                         ,Private,Philadelphia,3.6
3272,HARCUM COLLEGE                                                   ,Private,Philadelphia,15
3274,HAVERFORD COLLEGE                                                ,Private,Philadelphia,0
3275,HOLY FAMILY UNIVERSITY                                           ,Private,Philadelphia,4.4
3276,IMMACULATA UNIVERSITY                                            ,Private,Philadelphia,3.5
3279,JUNIATA COLLEGE                                                  ,Private,Philadelphia,1.8
3280,KEYSTONE COLLEGE                                                 ,Private,Philadelphia,10.7
3282,KINGS COLLEGE                                                    ,Private,Philadelphia,5.3
3283,LACKAWANNA COLLEGE                                               ,Private,Philadelphia,16.7
3284,LAFAYETTE COLLEGE                                                ,Private,Philadelphia,0.3
3285,LANCASTER BIBLE COLLEGE                                          ,Private,Philadelphia,5.1
3286,LANCASTER THEOLOGICAL SEMINARY OF THE UNITED CHURCH OF CHRIST    ,Private,Philadelphia,4.4
3287,LA SALLE UNIVERSITY                                              ,Private,Philadelphia,5
3288,LEBANON VALLEY COLLEGE                                           ,Private,Philadelphia,2.2
3289,LEHIGH UNIVERSITY                                                ,Private,Philadelphia,0.7
3291,UNITED LUTHERAN SEMINARY                                         ,Private,Philadelphia,6.5
3293,LYCOMING COLLEGE                                                 ,Private,Philadelphia,3.1
3294,MANOR COLLEGE                                                    ,Private,Philadelphia,17.2
3296,MARYWOOD UNIVERSITY                                              ,Private,Philadelphia,2.6
3297,MERCYHURST UNIVERSITY                                            ,Private,Philadelphia,6.4
3298,MESSIAH UNIVERSITY                                               ,Private,Philadelphia,2.3
3300,MOORE COLLEGE OF ART AND DESIGN                                  ,Private,Philadelphia,7.5
